농가명,week,week_start_date,온도_외부_max,온도_외부_min,온도_외부_mean,온도_내부_max,온도_내부_min,온도_내부_mean,상대습도_내부_max,상대습도_내부_min,상대습도_내부_mean,잔존CO2_max,잔존CO2_min,잔존CO2_mean,토양온도_max,토양온도_min,토양온도_mean
2,1,2020-09-15 0:00,27.3,4.6,17.31458333,30.5,7,19.82291667,98.5,50.7,87.15208333,437,338,381.4652778,23.3,16.1,20.025
2,2,2020-09-22 0:00,26.2,4.2,16.74404762,31,11.4,19.58095238,98.3,53.5,83.83095238,442,337,385.9166667,21.5,17,19.43571429
2,3,2020-09-29 0:00,26.4,3.5,14.39281437,30.7,7,17.1502994,98.4,45.2,79.63772455,457,346,384.7724551,30.7,7,18.31377246
2,4,2020-10-06 0:00,24.7,5.6,15.88809524,30.2,7,18.21785714,98.4,43.9,78.3077381,442,336,382.5952381,19.8,14.7,18.01666667
2,5,2020-10-13 0:00,23.9,1,10.37857143,28.4,4.5,14.03035714,98.1,37.2,81.77083333,683,354,446.7678571,19.3,12,14.97440476
2,6,2020-10-20 0:00,23.6,0.6,10.54107143,28.2,8,15.38095238,98.3,40.3,83.66845238,727,347,474.125,17.3,13.7,15.52261905
2,7,2020-10-27 0:00,22.5,-0.4,10.0297619,29.1,10.2,16.43928571,98.3,43.1,86.23809524,1378,341,555.2576687,18.1,14.6,16.56964286
2,8,2020-11-03 0:00,21.3,-3,7.345238095,29.1,11,17.01845238,98.2,39.4,84.62797619,1243,317,576.4363636,18.4,15.1,16.87261905
2,9,2020-11-10 0:00,21.5,-3.5,7.354761905,32.5,12.6,18.14107143,98.2,51.2,86.1875,1252,318,640.1233766,19,16.2,17.77321429
2,10,2020-11-17 0:00,21.6,-1.4,10.41428571,27.5,12.7,17.0577381,98.5,62.5,94.96190476,1392,325,610.2457627,18.5,15.3,17.20714286
2,11,2020-11-24 0:00,13.9,-6.5,3.485714286,28.3,11.5,16.2172619,98.2,60.9,92.34251497,1307,289,731.6412214,17.5,14.6,16.13333333
2,12,2020-12-01 0:00,10.7,-8.1,0.741071429,31.2,11.3,15.8547619,98.1,68,93.83928571,1322,282,734.1712329,17.3,14.6,16.00357143
2,13,2020-12-08 0:00,11.8,-8.4,1.476785714,31.9,11.1,16.01011905,98.3,77.4,94.4577381,1365,239,804.4049587,17.8,13.8,16.0297619
2,14,2020-12-15 0:00,7.2,-10.7,-2.867261905,27.7,10.3,15.29583333,98.2,74.4,93.72083333,1397,301,798.9237288,17,13.5,15.27321429
2,15,2020-12-22 0:00,13.2,-6.3,1.614880952,28,11.1,15.3297619,98.2,74.7,95.03214286,1395,273,837.7681159,16.8,13.8,15.31190476
2,16,2020-12-29 0:00,10.1,-13.5,-3.823214286,28.1,9.9,15.09107143,98.1,73.9,94.88095238,1392,279,805.0967742,16.6,13.5,15.12857143
2,17,2021-01-05 0:00,1.7,-17.5,-7.913690476,29.3,9.3,14.48571429,97.9,71.2,94.71071429,1342,343,818.3536585,16.7,12.7,14.61547619
2,18,2021-01-12 0:00,12.4,-9,0.264880952,28.2,10.1,15.68630952,98.2,74.5,95.0702381,1280,201,659.1967213,17.3,13.1,15.43154762
2,19,2021-01-19 0:00,17.3,-10.6,3.35297619,29.9,10.3,16.67619048,98.2,74.8,94.60059524,1345,220,735.3191489,18.5,13.8,16.35714286
2,20,2021-01-26 0:00,9.8,-9.2,-0.133333333,31.5,9.7,16.07222222,98.2,67.8,94.15138889,1391,235,681.7922078,18.5,13.4,16.15347222
2,21,2021-02-02 0:00,15.1,-9.2,1.324404762,31.5,10.3,16.18571429,98.1,67.8,90.89761905,1022,281,611.8219178,18.1,14.4,16.06488095
2,22,2021-02-09 0:00,15.1,-7.3,1.056547619,31.2,10.3,15.99285714,98.4,65.4,89.60595238,945,221,525.6058394,18.1,14.3,15.925
2,23,2021-02-16 0:00,23.8,-7.2,3.69702381,30.9,9.6,16.10714286,98.3,48.3,88.30416667,1284,262,535.5144928,17.8,13.1,15.66369048
2,24,2021-02-23 0:00,14.8,-3.5,5.480357143,28.9,9.2,15.07797619,98.2,50.4,88.65059524,1243,315,551.343949,18.2,13.2,15.45416667
2,25,2021-03-02 0:00,19,-3.8,5.01547619,31.1,9.1,15.175,98.1,46.4,87.83809524,1304,296,530.0928571,16.9,12.9,15.03571429
2,26,2021-03-09 0:00,20.7,-0.4,7.15297619,31.1,9.3,15.49107143,98.3,49.1,89.19642857,1267,291,546.5503356,17.6,13.6,15.41369048
2,27,2021-03-16 0:00,20.5,-1.8,9.032738095,27.6,8.8,15.85,98.3,41,83.58392857,1198,302,522.12,18.1,13.6,16.01428571
2,28,2021-03-23 0:00,23.5,-3.7,9.968452381,28.6,9.9,16.68035714,98.3,38.9,83.2952381,1339,305,542.409396,18.2,14.2,16.22261905
2,29,2021-03-30 0:00,24.6,-1.9,12.63690476,29.5,9.7,17.00357143,98.4,36.9,82.07797619,1194,345,482.8597561,19.1,14.4,16.84940476
2,30,2021-04-06 0:00,23.8,-0.1,12.23035714,27.5,9.2,16.11428571,98.2,40.1,80.01547619,1267,350,489.9757576,16.9,13.6,15.28809524
2,31,2021-04-13 0:00,21.9,-1.3,11.00416667,29.6,9.7,15.73333333,98.3,37.6,79.92261905,1194,342,472.7256098,17.8,13.6,14.9952381
2,32,2021-04-20 0:00,32.2,2.5,18.47142857,34.1,9.8,20.19404762,98.3,34.4,67.40119048,776,352,426.7738095,20.6,15.3,18.43928571
2,33,2021-04-27 0:00,25.9,3.8,14.08809524,32,7.4,17.5827381,98.4,46.5,80.13630952,615,337,386.7202381,20,13.6,17.05952381
2,34,2021-05-04 0:00,26.4,-9,13.62440476,31.1,6.8,17.7797619,98.4,42,80.38988095,658,332,393.3690476,20.3,14.5,16.9875
2,35,2021-05-11 0:00,33.3,10.9,20.16607143,31.9,11.1,20.7547619,98.9,53.7,88.04464286,686,328,388.1845238,22.6,14.6,18.99404762
2,36,2021-05-18 0:00,29.7,9.5,18.14464286,33.5,11.6,19.89345238,98.5,49.1,89.07916667,483,329,392.3511905,21.4,16.1,18.58690476
2,37,2021-05-25 0:00,31.6,6.1,17.27202381,36.5,10.3,19.73630952,98.5,51.2,85.97083333,435,311,377.4642857,22.7,15.6,18.26190476
2,38,2021-06-01 0:00,32.7,10.3,20.94821429,39.2,11.7,23.29107143,98.6,51.1,84.85535714,472,318,390.9940476,26.2,15,20.8827381
2,39,2021-06-08 0:00,34.6,15.6,23.62083333,42.5,16.5,26.37916667,98.6,52.7,81.07083333,475,347,402.0833333,26.4,19.7,23.35416667
4,1,2020-09-20 0:00,26.4,6.3,15.5625,32.6,11.2,19.57321429,91,31.4,68.92321429,710,470,554.6011905,31.7,13.3,20.85178571
4,2,2020-09-27 0:00,27.1,7,15.37083333,32.8,13.8,21.46011905,87.4,32.3,67.56488095,804,467,593.5654762,36.2,15.1,21.78154762
4,3,2020-10-04 0:00,23.3,1.4,11.75178571,34.9,9,17.48511905,86.4,29.2,64.48154762,814,476,608.4166667,29.9,11.1,19.29761905
4,4,2020-10-11 0:00,22.8,2.2,11.23035714,28.9,10.4,17.65833333,88.5,25,67.19047619,879,485,642.2678571,25.6,14.2,18.8202381
4,5,2020-10-18 0:00,25.4,0.2,10.62202381,32.6,8.4,17.80357143,83.4,19,65.00357143,1273,444,643.0914634,27.5,12.6,18.86011905
4,6,2020-10-25 0:00,22.5,-0.3,10.18862275,32.2,9.5,18.48143713,85.5,26.6,66.4760479,873,412,644.7664671,26.1,13.3,19.12215569
4,7,2020-11-01 0:00,19.6,-2.9,8.616071429,30.9,8.4,17.2047619,91.2,22.4,76.49702381,1383,360,640.3493976,26.2,13,18.77440476
4,8,2020-11-08 0:00,19.8,-2.8,6.491666667,31.2,9.3,16.62797619,92.2,34,77.47380952,1333,344,643.1621622,26.5,13.6,18.43690476
4,9,2020-11-15 0:00,,,,27.2,9.1,15.70709677,95.3,51.5,83.3283871,1351,347,699.4391892,22.9,12.5,17.41612903
4,10,2020-11-22 0:00,13.4,-2.3,3.337692308,28,8.9,14.45833333,89.8,39.8,80.125,1303,322,662.7320261,25,12.6,17.26309524
4,11,2020-11-29 0:00,10.3,-6.5,0.455952381,25.2,8.2,13.27857143,88.8,61.2,80.5922619,1286,296,669.1681416,22.3,13.2,16.34464286
4,12,2020-12-06 0:00,10.4,-6.5,2.535802469,24.8,8.7,13.49012346,92.2,60.6,83.68024691,1330,249,686.1167883,22,13.2,16.4617284
4,13,2020-12-13 0:00,3.9,-12.7,-4.947619048,24.8,7.9,12.36785714,87.7,73.8,82.88630952,1397,295,746.9625,21.6,12.5,15.37142857
4,14,2020-12-20 0:00,8.2,-10.1,-0.360714286,24.7,7.7,12.63214286,88.2,65.2,83.17559524,1369,272,627.3363636,22.4,12.4,15.66607143
4,15,2020-12-27 0:00,13,-14.6,-3.242261905,24.7,7.5,11.75119048,89.2,70.2,83.41547619,1392,294,687.3809524,21.4,11.8,14.875
4,16,2021-01-03 0:00,1.6,-20.6,-8.510119048,23,6.6,10.98690476,87.7,55.8,81.1702381,1395,333,832.8983051,21.2,11.3,14.43214286
4,17,2021-01-10 0:00,12,-17.2,-2.381547619,25.4,5.9,11.44107143,90.4,55.7,83.90892857,1381,312,800.5048544,22.5,11.6,15.21607143
4,18,2021-01-17 0:00,12.8,-14.2,-0.453571429,26.4,6.7,12.42440476,94,59.6,85.0172619,1380,312,741.8629032,23.1,11.8,15.8922619
4,19,2021-01-24 0:00,15.3,-10.4,0.67797619,28.2,7.1,13.10416667,94.2,62.6,84.32738095,1387,277,699.2592593,23.9,12.7,16.45
4,20,2021-01-31 0:00,12.9,-10.8,0.104761905,28.4,7.1,14.34642857,93.2,48.8,82.16666667,1381,267,667.2272727,24.1,13.6,17.58809524
4,21,2021-02-07 0:00,18.3,-8,2.339880952,31.3,7.1,14.92380952,92.5,52.3,81.16666667,1358,266,667.1055901,24.1,13.7,17.91369048
4,22,2021-02-14 0:00,17,-9.7,0.047619048,29.2,7.3,14.18809524,92.8,39.8,81.06190476,1354,265,662.2653061,24.1,13.6,17.27857143
4,23,2021-02-21 0:00,23.1,-4.2,5.447619048,28.9,7,14.42916667,95.5,31.4,76.19642857,1361,224,666.8536585,24.4,13.6,17.86309524
4,24,2021-02-28 0:00,17.3,-3.5,5.353571429,25.3,6.9,13.75833333,93.8,43.2,81.04583333,1158,209,619.19375,24,13.2,17.29047619
4,25,2021-03-07 0:00,19.8,-1.6,7.335714286,25.2,7.3,14.4452381,93,30.1,76.57559524,1142,216,671.8630952,23.8,13.6,17.51369048
4,26,2021-03-14 0:00,20.8,-0.8,10.22321429,25.9,7.9,15.27380952,94,24.7,72.04761905,1093,266,673.6964286,23.6,13.6,17.97440476
4,27,2021-03-21 0:00,23.8,-1.3,9.326190476,27.6,6.7,14.86845238,90.8,22,68.13809524,1038,298,648.7559524,25.3,13.2,17.79642857
4,28,2021-03-28 0:00,26.2,0.9,13.24464286,27.9,6.3,15.96547619,95.8,18.8,68.7,1238,299,647.988024,28.4,12.1,18.61488095
4,29,2021-04-04 0:00,22.8,1.7,12.04107143,29,7.4,16.77083333,91.6,20.3,63.26547619,1082,263,626.75,28.4,12.1,18.96309524
4,30,2021-04-11 0:00,24.6,1,11.00952381,30,7.1,16.07321429,93.5,19.2,66.58988095,1112,313,642.7300613,25.6,13.2,18.51785714
4,31,2021-04-18 0:00,31.1,1,16.41964286,32.4,8.1,19.0125,92.8,19.7,51.07261905,1031,374,594.7797619,29.1,13.8,20.5
4,32,2021-04-25 0:00,26.1,6.2,14.71011905,29.4,8.2,17.20714286,89.5,21,61.02738095,982,338,570.3869048,27.9,14.6,19.08452381
4,33,2021-05-02 0:00,24.3,4,14.60952381,28.6,10,18.05178571,95.8,22.5,64.13630952,1005,342,624.9583333,26.7,14.8,20.06607143
4,34,2021-05-09 0:00,32.2,8.7,19.03869048,33.9,11.3,20.40357143,92,25.6,65.61547619,831,281,576.3452381,32.4,16,22.1547619
4,35,2021-05-16 0:00,29.3,11.7,18.42797619,33.5,13.4,19.59761905,92.8,30.5,75.14285714,814,332,557.4345238,33.5,15.5,21.6077381
5,1,2020-09-06 0:00,29.2,13,18.49047619,38.4,18.1,23.45357143,93.3,35,78.85297619,656,487,546.422619,27.7,18.8,22.07142857
5,2,2020-09-13 0:00,32.7,9.9,18.58035714,38,13.9,23.01428571,95.7,31.8,75.31964286,705,493,554.0595238,27.9,17.3,20.83869048
5,3,2020-09-20 0:00,31.3,5.8,17.02321429,33.6,10.8,20.85,92.3,27.5,67.69107143,702,503,565.6428571,23.3,14.7,18.96845238
5,4,2020-09-27 0:00,31.1,6.7,16.60654762,35.2,11.3,20.98988095,91.5,32.4,70.54880952,745,503,584.5178571,24.3,15.5,19.90059524
5,5,2020-10-04 0:00,26.9,0.7,13.02083333,32.2,7.9,19.35357143,93.9,30.4,71.89702381,935,508,618.827381,22.7,14.6,19.74821429
5,6,2020-10-11 0:00,27.2,-1.8,10.0702381,33.4,9.6,18.13928571,94.9,31.5,76.9547619,1008,483,687.2261905,21.3,14.7,18.13452381
5,7,2020-10-18 0:00,26.7,-6.3,7.81547619,33.5,8,17.48333333,95,30.6,77.23988095,983,473,686.8690476,20.7,14.5,17.73809524
5,8,2020-10-25 0:00,26,-6.8,7.197619048,33.6,8.9,18.73690476,94.8,39.6,77.93869048,1058,481,706.1190476,21.2,16.6,18.91369048
5,9,2020-11-01 0:00,19,-10.3,6.001190476,30.6,9.3,17.2875,96.7,34.7,86.16845238,1258,375,735.0658683,21.6,16,18.59583333
5,10,2020-11-08 0:00,22.2,-10.6,3.992261905,32.2,9.4,17.60297619,95.8,56.8,85.61845238,1159,381,717.7738095,21.1,15.9,18.28214286
5,11,2020-11-15 0:00,22.9,-7.4,6.910119048,32.5,9.1,16.4125,97.6,54.5,90.48511905,1105,318,719.9583333,20,13.8,17.20178571
5,12,2020-11-22 0:00,15.8,-35.7,2.544047619,33,7.3,14.55952381,97.1,50.5,87.24702381,1052,234,624.8630952,17.9,13.2,15.40952381
5,13,2020-11-29 0:00,10.1,-7.8,0.041071429,30.8,7.3,13.51309524,96.3,57.5,87.61071429,1076,218,635.047619,18.5,12.4,14.73988095
5,14,2020-12-06 0:00,12.1,-9,1.779166667,30,6.9,13.21607143,97.2,55.4,89.28392857,1083,242,607.1369048,17.5,11.6,14.025
5,15,2020-12-13 0:00,6.4,-14.8,-5.219047619,28.9,5.5,11.51488095,96.8,59.1,88.50714286,1355,222,641.0888889,18.3,9.9,12.725
5,16,2020-12-20 0:00,10.5,-11.9,-0.663690476,33,6.3,13.12619048,96.7,58.8,88.63690476,1233,220,623.5802469,18.8,12.7,14.88154762
5,17,2020-12-27 0:00,18.7,-15.2,-3.554166667,30.6,6.1,12.46904762,96.6,63.1,89.52857143,1395,223,649.0434783,18.8,10.7,13.8202381
5,18,2021-01-03 0:00,2.5,-21.2,-8.661904762,30.2,6,12.0297619,96.5,63,87.85535714,1375,207,594.0940171,18.1,10.5,13.26785714
5,19,2021-01-10 0:00,13.5,-18.2,-2.675,29.7,6.7,13.58392857,96.9,61.5,88.77321429,1247,210,645.525974,19.9,12.7,14.94880952
5,20,2021-01-17 0:00,13,-15.3,-0.535119048,31,7.3,13.81964286,97.2,58.8,89.12083333,1344,208,575.7304965,19.2,11,14.6625
5,21,2021-01-24 0:00,15.6,-11.1,0.3875,32.6,8.1,13.67619048,97.1,48.6,87.96011905,1331,208,650.9276316,18.9,12.5,14.94702381
5,22,2021-01-31 0:00,11.6,-11.6,-0.085714286,32.3,7.8,15.2327381,96.9,48.1,83.92559524,1397,257,653.0062112,18.9,12.8,15.41011905
5,23,2021-02-07 0:00,18.6,-9.4,2.036309524,33.2,7.6,15.64940476,96.9,33,80.9625,1377,229,678.2181818,18.6,12.8,15.43154762
5,24,2021-02-14 0:00,18.7,-10,0.250595238,31.9,8.5,15.31904762,96.8,34.2,81.7577381,1351,235,663.8198758,18.9,12.1,15.25833333
5,25,2021-02-21 0:00,22.4,-6.8,5.491666667,33.5,8.3,16.57083333,95.9,27.2,77.12083333,1320,259,676.8292683,19.3,13.2,16.0422619
5,26,2021-02-28 0:00,18.8,-5.2,4.930357143,35.6,7.9,15.38988095,96.1,35.3,83.41369048,951,255,639.8154762,19.4,13,15.75416667
5,27,2021-03-07 0:00,20.6,-3.5,7.069047619,33.3,8.4,16.0952381,95.5,25.5,77.85595238,1073,293,667.2559524,18.8,13.2,15.89702381
5,28,2021-03-14 0:00,22.5,-2.5,9.955952381,30.7,9,17.25238095,95.5,23.3,75.07916667,1041,291,667.9821429,19.9,14.1,16.95119048
5,29,2021-03-21 0:00,25.9,-1.3,9.1625,34.5,9,16.83809524,95.6,23.8,73.45238095,1070,459,692.1369048,20.1,13.4,16.45119048
5,30,2021-03-28 0:00,26.6,-0.6,13.16547619,33.4,6.4,17.2452381,96.4,19.7,71.36488095,1227,332,636.5238095,20.1,13.2,16.70178571
5,31,2021-04-04 0:00,23.3,0.4,11.46785714,31.5,5.6,16.15952381,95.4,21.7,66.69642857,988,493,662.9940476,19.4,12.7,16.26369048
5,32,2021-04-11 0:00,27,0,10.63214286,31.4,6,15.17142857,96.1,21.4,72.13035714,1061,482,696.2559524,18.5,12.2,15.64702381
5,33,2021-04-18 0:00,30.5,0.2,16.15178571,33.8,7.3,18.98333333,94.5,16.9,56.28511905,982,517,631.2142857,20.6,12.6,17.1827381
5,34,2021-04-25 0:00,26.8,5.7,14.40922619,32.2,6.4,19.85,91.7,21.8,61.55952381,896,503,568.0089286,20.3,13.8,16.52559524
5,35,2021-05-02 0:00,23.1,2.9,14.18571429,32.2,5.1,20.81488095,91.7,21.1,61.66190476,759,505,568.9047619,19.7,12.6,16.22559524
5,36,2021-05-09 0:00,33.4,6.8,18.70654762,38.3,7.8,20.51845238,97,24.9,67.5922619,729,507,568.8690476,23.7,14.6,18.6922619
5,37,2021-05-16 0:00,30.6,11.4,18.2297619,37.8,11,19.6922619,97.5,32.4,80.08452381,700,499,548.9880952,23.2,15.3,19.15833333
5,38,2021-05-23 0:00,29.4,8.9,16.9952381,35.1,8.8,18.39345238,95.7,31.6,72.6375,665,495,553.4940476,21.3,14.9,17.75059524
5,39,2021-05-30 0:00,30.6,9.6,20.66666667,37.7,9.6,22.07440476,96.9,33.4,72.80297619,715,498,551.0238095,23,15.3,19.94464286
5,40,2021-06-06 0:00,36.3,14.5,23.65277778,39.3,16.1,29.9,96.8,37.5,74.06736111,730,491,567.1527778,24.3,19.5,22.04097222
11,1,2020-09-15 0:00,29.2,9.9,20.00178571,29.7,14.1,21.67305389,100,26,71.60714286,841,449,528.4545455,,,
11,2,2020-09-22 0:00,27.8,12.4,19.43053892,39.5,16.4,21.14647887,92,8,56.90419162,1342,428,515.0314465,,,
11,3,2020-09-29 0:00,28.2,5.9,18.1297619,,,,99,3,62.5952381,1234,424,557.9177215,,,
11,4,2020-10-06 0:00,24.5,6,16.57678571,,,,93,13,53.64880952,1378,425,531.0787879,,,
11,5,2020-10-13 0:00,22.7,1.9,10.86139241,28.8,10.8,17.05736434,88,14,58.42857143,1324,427,568.9496855,,,
11,6,2020-10-20 0:00,23.2,0,10.71785714,28.1,10.8,16.24761905,97,16,61.31547619,1321,408,607.7361963,,,
11,7,2020-10-27 0:00,22.2,-0.1,11.13928571,25.8,12.3,17.24166667,98,17,65.07142857,1316,376,606.3518519,,,
11,8,2020-11-03 0:00,20.4,-3.5,7.804761905,26.1,9.1,16.46566265,100,21,66.3452381,1399,287,577.190184,22.5,15.5,18.05
11,9,2020-11-10 0:00,20.5,-1.2,8.435714286,27.5,9.7,16.18154762,90,19,65.32142857,1351,380,606.1790123,20.3,12.8,16.45357143
11,10,2020-11-17 0:00,21.3,-0.4,10.72916667,24.4,11.6,16.54761905,100,29,89.18452381,1379,315,593.75,22.2,15.8,18.11488095
11,11,2020-11-24 0:00,13.8,-3,3.999404762,25,10.1,15.28690476,97,23,78.38095238,1392,280,645.9861111,22.5,15,18.01309524
11,12,2020-12-01 0:00,10.7,-6.5,1.603571429,25.8,9.4,14.18928571,96,29,78.38690476,1389,281,676.2014388,21.4,14.9,17.89404762
11,13,2020-12-08 0:00,11.8,-8.5,1.818452381,26.2,8.4,14.14702381,99,13,77.89880952,1393,235,709.1512605,20.9,15,17.52440476
11,14,2020-12-15 0:00,4.6,-11,-3.644642857,24.2,5.2,12.52559524,100,33,83.44642857,1397,295,793.6091954,20.2,15,17.53988095
11,15,2020-12-22 0:00,15.2,-6.8,0.982142857,27.7,6.4,13.42440476,100,61,92.08333333,1398,368,756.1219512,21.4,15.3,17.45892857
11,16,2020-12-29 0:00,7.1,-13.4,-4.1875,24.9,8.3,12.03095238,100,67,92.01190476,1391,633,881.4545455,19.9,14.8,17.27619048
11,17,2021-01-05 0:00,1,-21.3,-8.755952381,21.2,3.6,10.13690476,100,66,88.60119048,1361,630,872.5263158,18.9,11.5,15.94047619
11,18,2021-01-12 0:00,12.5,-8.9,-0.00952381,25.9,6.1,11.85416667,100,63,92.55357143,1309,584,783.8921569,18.6,11.3,13.52797619
11,19,2021-01-19 0:00,15.5,-11.6,4.275,28.7,6.3,13.80297619,100,59,92.64880952,1355,433,787.0610687,20.5,11.5,14.79047619
11,20,2021-01-26 0:00,12.1,-9.1,1.652380952,27.1,6.2,12.08869048,100,61,93.96428571,1327,418,824.8278689,19.5,11.2,13.83690476
11,21,2021-02-02 0:00,12.1,-9.7,0.592261905,26.6,6.7,13.28928571,100,59,90.7202381,1358,452,795.0305344,19.9,11.5,14.47440476
11,22,2021-02-09 0:00,18.8,-8.9,3.711309524,28.2,6.3,14.51428571,100,28,90.30952381,1378,380,716.4044118,19.6,11.5,14.98452381
11,23,2021-02-16 0:00,21.2,-8.8,1.869047619,27.4,5.8,13.54166667,100,29,86.08928571,1394,333,752.6578947,19.3,11.5,14.43095238
11,24,2021-02-23 0:00,15.2,-4.7,5.725657895,26.1,7.8,13.9077381,100,39,90.32142857,1383,336,682.3586207,19.4,11.9,14.7547619
11,25,2021-03-02 0:00,19.1,-2.3,6.716875,25.6,7.3,14.28452381,100,30,88.75595238,1360,338,610.4256757,18.5,11.8,14.81071429
11,26,2021-03-09 0:00,20.2,-1.6,8.583928571,31.8,7.8,14.04940476,100,23,82.68452381,1346,391,631.6824324,18.3,11.9,14.54642857
11,27,2021-03-16 0:00,21.3,-2.3,9.258928571,27.4,8.4,14.32321429,100,22,78.69642857,1388,313,565.6282051,18.3,11.7,14.63333333
11,28,2021-03-23 0:00,24.3,-1.1,10.24702381,28.7,8.8,14.86071429,100,22,82.55952381,1392,312,581.9423077,19.7,11.9,15.04880952
11,29,2021-03-30 0:00,25.5,1.6,14.48345324,27.9,6.6,15.99240506,100,19,73.00595238,1380,372,560.9192547,19.7,12.4,16.06785714
11,30,2021-04-06 0:00,24.6,0.8,12.61497006,29.5,7.7,16.0827381,100,22,74.04761905,1397,269,582.11875,19.6,13.1,15.86130952
11,31,2021-04-13 0:00,21.6,0.2,9.88516129,26.9,7.7,14.625,100,24,76.55357143,1372,388,576.8963415,18.8,11.6,14.71964286
11,32,2021-04-20 0:00,29.9,3.4,17.85892857,30.9,6.1,18.42054795,100,19,57.9702381,1361,427,538.552795,20.5,11.7,17.12857143
16,1,2020-09-10 0:00,,,,,,,,,,,,,,,
16,2,2020-09-17 0:00,24.9,19.1,21.97857143,30.7,20.4,25.49285714,96,92.5,94.77857143,493,425,456,31.5,19,24.89285714
16,3,2020-09-24 0:00,27.9,10.1,19.09642857,33.4,15.6,22.85059524,97.2,89.4,94.17321429,597,411,478.25,36.6,14.2,22.51488095
16,4,2020-10-01 0:00,24.6,5.1,17.89279279,31.5,12.1,22.28558559,97.2,90,94.07657658,637,413,506.6126126,31.3,10.9,21.4045045
16,5,2020-10-08 0:00,,,,,,,,,,,,,,,
16,6,2020-10-15 0:00,23,4.7,11.76296296,29.4,16.2,20.82037037,94.4,57.4,81.99259259,645,465,550.4074074,33.1,14.6,20.00740741
16,7,2020-10-22 0:00,22.4,-0.5,9.838461538,33.1,11.8,20.4775641,93.7,66.3,84.82115385,1300,413,597.6883117,34.7,10.6,20.07628205
16,8,2020-10-29 0:00,20,-2.9,8.3,33.6,13.8,20.41607143,95,80,88.90178571,720,417,556.547619,34.3,12.6,19.74345238
16,9,2020-11-05 0:00,20.3,-3.3,7.78313253,28.3,13.1,19.05843373,95.7,81.6,90.54939759,1338,402,591.1032258,29.3,12.5,18.34698795
16,10,2020-11-12 0:00,21.9,-0.8,10.31151515,26.5,13.4,18.27878788,96.3,84.1,91.46848485,1357,426,610.9627329,27.7,11.9,17.45212121
16,11,2020-11-19 0:00,21,-2.5,7.324390244,24.7,11,16.22317073,96.3,82.1,91.64390244,1383,353,517.7763975,25.2,9.7,15.23353659
16,12,2020-11-26 0:00,13.3,-6,2.715,25,9.5,15.215625,95.3,83.8,91.21125,1371,319,578.5238095,28,8.5,14.410625
16,13,2020-12-03 0:00,9.6,-7.5,0.50969697,26.5,10.9,14.79333333,96.4,85.1,91.86969697,1396,348,578.5597015,28.7,9.6,14.03575758
16,14,2020-12-10 0:00,11.1,-11.6,-0.798113208,26.8,10.1,14.8327044,95.9,87,91.87610063,1344,338,607.173913,27.6,9.4,14.21446541
16,15,2020-12-17 0:00,8.9,-11.2,-2.25,25.4,9.4,13.74583333,97,87.7,92.725,1395,327,624.7318841,28.4,8.7,12.95416667
16,16,2020-12-24 0:00,13.5,-9,-0.23452381,26.1,9.3,13.59464286,96.8,87.7,92.87559524,1387,337,690.5,28.3,8.1,12.66071429
16,17,2020-12-31 0:00,3.3,-14.8,-5.373214286,24.9,8.3,12.47619048,96.3,86.5,91.8577381,1387,326,573.5263158,26.8,7.1,11.50833333
16,18,2021-01-07 0:00,9.6,-20.5,-7.72721519,25.8,8.6,12.57658228,95.5,86.9,91.50506329,1257,380,506.7857143,28.2,6.7,11.26392405
16,19,2021-01-14 0:00,12.1,-12.6,-1.285714286,27.2,9.4,13.57440476,96.3,87.9,92.14880952,1382,331,579.5695364,26.5,7.4,12.39761905
16,20,2021-01-21 0:00,16.1,-2.6,6.066071429,29.4,10.5,16.71964286,96.7,86,92.9577381,1361,207,747.5289855,27.5,9.2,15.04940476
16,21,2021-01-28 0:00,11.4,-9.9,-0.13037037,29.2,10.1,15.22592593,95.9,85.8,92.57925926,1331,247,728.9895833,29.4,8,13.91259259
16,22,2021-02-04 0:00,12.1,-9.4,1.163636364,26.9,10.4,15.53030303,96.2,87.9,92.88787879,1330,372,540.4137931,26.6,9.3,14.66287879
16,23,2021-02-11 0:00,17.9,-11.8,2.061309524,31.3,9.7,15.65,97.2,87.1,92.36428571,1226,305,542.6013072,30.3,8.6,14.84821429
16,24,2021-02-18 0:00,20.8,-10.8,3.0375,28.6,10.2,16.50357143,97.3,84.1,92.87380952,1379,347,551.2625,29.7,8.7,15.67202381
16,25,2021-02-25 0:00,15.6,-3.3,6.058928571,30.6,11.4,17.32916667,97.8,86.1,93.1797619,1250,344,536.4909091,30.2,9.4,16.37678571
16,26,2021-03-04 0:00,18.6,-2.2,6.745833333,30.1,10.1,16.88214286,98.2,86.1,93.05416667,1252,354,542.5153374,30.3,9.1,16.18928571
16,27,2021-03-11 0:00,19.8,-2.2,8.72797619,24.9,9.8,16.09047619,98,85.6,92.8547619,1381,334,569.5660377,25,8.9,15.32738095
16,28,2021-03-18 0:00,20.1,-2.6,8.381547619,27.9,7.7,15.74166667,96.9,87.4,92.54345238,929,390,486.1309524,27,6.8,15.11964286
