도,시군,품목,작기,농가명,조사일자,개체번호,줄기번호,초장,생장길이,엽수,엽장,엽폭,줄기굵기,화방높이,화방번호,화방별꽃수,화방별개화수,화방별착과수,개화군,착과군
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,7,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,8,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,1,,487.7,6.0,11,40.5,43.0,8.60,20.0,9,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,11,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,12,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,14,4,1,2,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,15,6,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,16,3,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,7,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,8,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,2,,490.0,8.0,11,40.0,40.0,10.90,15.8,9,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,10,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,11,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,12,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,13,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,14,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,15,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,16,4,1,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,17,5,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,18,3,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,8,0,,1,,
전남,화순,완숙토마토,1,034,2021-03-09,3,,512.6,7.0,15,32.5,25.0,8.80,7.0,9,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,10,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,11,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,12,0,,2,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,14,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,15,6,2,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,16,6,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,17,5,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,7,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,8,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-09,4,,483.2,3.5,13,39.5,39.0,9.90,14.5,9,0,,2,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,11,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,12,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,14,3,1,3,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,15,5,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,16,5,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,17,2,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,7,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,8,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,1,,509.7,22.0,13,40.5,40.0,8.60,14.0,9,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,11,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,12,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,14,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,15,5,1,1,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,16,6,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,17,4,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,7,0,,2,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,8,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,2,,499.3,9.3,12,40.0,38.0,9.10,13.2,9,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,10,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,11,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,12,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,13,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,14,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,15,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,16,1,1,3,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,17,6,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,18,4,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,19,2,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,8,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,3,,532.1,19.5,15,35.0,33.0,8.60,26.0,9,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,10,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,11,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,12,0,,2,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,14,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,15,1,1,4,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,16,6,1,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,17,6,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,18,4,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,7,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,8,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-16,4,,507.2,24.0,15,34.5,36.0,9.60,12.5,9,0,,2,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,11,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,12,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,14,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,15,2,2,3,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,16,5,1,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,17,5,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,18,4,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,8,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,1,,530.2,20.5,14,41.5,47.0,9.70,9.0,9,0,,1,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,11,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,12,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,14,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,15,3,2,3,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,16,6,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,17,6,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,18,4,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,8,0,,1,,
전남,화순,완숙토마토,1,034,2021-03-23,2,,524.8,25.5,15,34.0,42.0,10.70,22.0,9,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,10,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,11,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,12,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,13,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,14,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,15,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,16,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,17,6,3,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,18,5,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,19,4,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,8,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,3,,557.6,25.5,18,28.5,27.0,9.00,21.0,9,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,10,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,11,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,12,0,,2,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,14,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,15,0,,5,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,16,4,2,2,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,17,6,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,18,6,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,19,3,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,8,0,,,,
전남,화순,완숙토마토,1,034,2021-03-23,4,,528.7,21.5,15,37.0,47.0,11.50,18.5,9,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,11,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,12,0,,4,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,13,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,14,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,15,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,16,2,2,3,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,17,5,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,18,4,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,2,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,3,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,4,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,5,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,6,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,7,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,8,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,1,,544.0,13.8,17,37.0,41.0,8.70,26.5,9,0,,1,,
전남,화순,완숙토마토,1,034,2021-03-30,2,,541.3,16.5,16,40.5,37.0,10.50,25.5,1,0,,,,
전남,화순,완숙토마토,1,034,2021-03-30,2,,541.3,16.5,16,40.5,37.0,10.50,25.5,10,0,,6,,
전남,화순,완숙토마토,1,034,2021-03-30,2,,541.3,16.5,16,40.5,37.0,10.50,25.5,11,0,,3,,
전남,화순,완숙토마토,1,034,2021-03-30,2,,541.3,16.5,16,40.5,37.0,10.50,25.5,12,0,,4,,
