도,시군,품목,작기,농가명,조사일자,개체번호,액아구분,초장,엽수,엽장,엽폭,엽병장,관부직경,화방번호,화방별착과수
전남,담양,딸기,1,048,2021-03-16,3,본주,28.5,10,8.0,5.5,11.3,19.50,4,
전남,담양,딸기,1,048,2021-03-16,4,본주,38.0,12,6.4,5.3,14.0,20.20,1,
전남,담양,딸기,1,048,2021-03-16,4,액아,30.5,12,7.5,6.8,20.5,20.30,1,
전남,담양,딸기,1,048,2021-03-16,4,본주,38.0,12,6.4,5.3,14.0,20.20,2,3
전남,담양,딸기,1,048,2021-03-16,4,본주,38.0,12,6.4,5.3,14.0,20.20,3,5
전남,담양,딸기,1,048,2021-03-16,4,본주,38.0,12,6.4,5.3,14.0,20.20,4,2
전남,담양,딸기,1,048,2021-03-16,4,본주,38.0,12,6.4,5.3,14.0,20.20,5,
전남,담양,딸기,1,048,2021-03-23,1,본주,27.7,9,7.0,5.6,13.2,16.80,1,
전남,담양,딸기,1,048,2021-03-23,1,본주,27.7,9,7.0,5.6,13.2,16.80,2,
전남,담양,딸기,1,048,2021-03-23,1,본주,27.7,9,7.0,5.6,13.2,16.80,3,3
전남,담양,딸기,1,048,2021-03-23,2,본주,26.5,10,8.2,6.7,14.0,17.40,1,
전남,담양,딸기,1,048,2021-03-23,2,본주,26.5,10,8.2,6.7,14.0,17.40,2,
전남,담양,딸기,1,048,2021-03-23,2,본주,26.5,10,8.2,6.7,14.0,17.40,3,2
전남,담양,딸기,1,048,2021-03-23,2,본주,26.5,10,8.2,6.7,14.0,17.40,4,1
전남,담양,딸기,1,048,2021-03-23,2,본주,26.5,10,8.2,6.7,14.0,17.40,5,1
전남,담양,딸기,1,048,2021-03-23,3,본주,27.0,7,8.2,7.0,14.0,19.50,1,
전남,담양,딸기,1,048,2021-03-23,3,본주,27.0,7,8.2,7.0,14.0,19.50,2,
전남,담양,딸기,1,048,2021-03-23,3,본주,27.0,7,8.2,7.0,14.0,19.50,3,3
전남,담양,딸기,1,048,2021-03-23,3,본주,27.0,7,8.2,7.0,14.0,19.50,4,1
전남,담양,딸기,1,048,2021-03-23,4,본주,31.0,12,8.5,7.2,16.0,20.30,1,
전남,담양,딸기,1,048,2021-03-23,4,액아,30.5,12,7.5,6.8,20.5,20.30,1,1
전남,담양,딸기,1,048,2021-03-23,4,본주,31.0,12,8.5,7.2,16.0,20.30,2,3
전남,담양,딸기,1,048,2021-03-23,4,본주,31.0,12,8.5,7.2,16.0,20.30,3,3
전남,담양,딸기,1,048,2021-03-23,4,본주,31.0,12,8.5,7.2,16.0,20.30,4,3
전남,담양,딸기,1,048,2021-03-23,4,본주,31.0,12,8.5,7.2,16.0,20.30,5,
전남,담양,딸기,1,048,2021-03-29,1,본주,29.0,8,8.1,7.0,14.0,16.60,1,
전남,담양,딸기,1,048,2021-03-29,1,본주,29.0,8,8.1,7.0,14.0,16.60,2,
전남,담양,딸기,1,048,2021-03-29,1,본주,29.0,8,8.1,7.0,14.0,16.60,3,2
전남,담양,딸기,1,048,2021-03-29,1,본주,29.0,8,8.1,7.0,14.0,16.60,4,
전남,담양,딸기,1,048,2021-03-29,2,본주,27.5,12,8.5,6.7,17.3,17.20,1,
전남,담양,딸기,1,048,2021-03-29,2,본주,27.5,12,8.5,6.7,17.3,17.20,2,
전남,담양,딸기,1,048,2021-03-29,2,본주,27.5,12,8.5,6.7,17.3,17.20,3,1
전남,담양,딸기,1,048,2021-03-29,2,본주,27.5,12,8.5,6.7,17.3,17.20,4,3
전남,담양,딸기,1,048,2021-03-29,2,본주,27.5,12,8.5,6.7,17.3,17.20,5,3
전남,담양,딸기,1,048,2021-03-29,3,본주,32.0,8,8.6,7.0,14.5,19.50,1,
전남,담양,딸기,1,048,2021-03-29,3,본주,32.0,8,8.6,7.0,14.5,19.50,2,
전남,담양,딸기,1,048,2021-03-29,3,본주,32.0,8,8.6,7.0,14.5,19.50,3,3
전남,담양,딸기,1,048,2021-03-29,3,본주,32.0,8,8.6,7.0,14.5,19.50,4,3
전남,담양,딸기,1,048,2021-03-29,4,본주,30.5,12,7.5,6.8,20.5,20.30,1,
전남,담양,딸기,1,048,2021-03-29,4,액아,30.5,12,7.5,6.8,20.5,20.30,1,2
전남,담양,딸기,1,048,2021-03-29,4,본주,30.5,12,7.5,6.8,20.5,20.30,2,
전남,담양,딸기,1,048,2021-03-29,4,본주,30.5,12,7.5,6.8,20.5,20.30,3,2
전남,담양,딸기,1,048,2021-03-29,4,본주,30.5,12,7.5,6.8,20.5,20.30,4,3
전남,담양,딸기,1,048,2021-03-29,4,본주,30.5,12,7.5,6.8,20.5,20.30,5,3
전남,담양,딸기,1,048,2021-04-05,1,본주,28.0,10,7.5,7.0,16.5,16.60,1,
전남,담양,딸기,1,048,2021-04-05,1,본주,28.0,10,7.5,7.0,16.5,16.60,2,
전남,담양,딸기,1,048,2021-04-05,1,본주,28.0,10,7.5,7.0,16.5,16.60,3,1
전남,담양,딸기,1,048,2021-04-05,1,본주,28.0,10,7.5,7.0,16.5,16.60,4,1
전남,담양,딸기,1,048,2021-04-05,1,본주,34.0,9,8.0,6.8,17.0,16.80,5,
전남,담양,딸기,1,048,2021-04-05,2,본주,30.0,14,7.3,7.0,21.0,17.30,1,
전남,담양,딸기,1,048,2021-04-05,2,액아,30.0,14,7.3,7.0,21.0,17.30,1,
전남,담양,딸기,1,048,2021-04-05,2,본주,30.0,14,7.3,7.0,21.0,17.30,2,
전남,담양,딸기,1,048,2021-04-05,2,본주,30.0,14,7.3,7.0,21.0,17.30,3,
전남,담양,딸기,1,048,2021-04-05,2,본주,30.0,14,7.3,7.0,21.0,17.30,4,3
전남,담양,딸기,1,048,2021-04-05,2,본주,30.0,14,7.3,7.0,21.0,17.30,5,3
전남,담양,딸기,1,048,2021-04-05,3,본주,29.0,9,6.0,5.5,12.0,19.60,1,
전남,담양,딸기,1,048,2021-04-05,3,본주,29.0,9,6.0,5.5,12.0,19.60,2,
전남,담양,딸기,1,048,2021-04-05,3,본주,29.0,9,6.0,5.5,12.0,19.60,3,1
전남,담양,딸기,1,048,2021-04-05,3,본주,29.0,9,6.0,5.5,12.0,19.60,4,3
전남,담양,딸기,1,048,2021-04-05,4,본주,35.0,13,8.2,8.0,23.0,20.10,1,
전남,담양,딸기,1,048,2021-04-05,4,액아,35.0,13,8.2,8.0,23.0,20.10,1,2
전남,담양,딸기,1,048,2021-04-05,4,본주,35.0,13,8.2,8.0,23.0,20.10,2,
전남,담양,딸기,1,048,2021-04-05,4,본주,35.0,13,8.2,8.0,23.0,20.10,3,1
전남,담양,딸기,1,048,2021-04-05,4,본주,35.0,13,8.2,8.0,23.0,20.10,4,3
전남,담양,딸기,1,048,2021-04-05,4,본주,35.0,13,8.2,8.0,23.0,20.10,5,3
전남,담양,딸기,1,048,2021-04-12,1,본주,28.5,10,7.5,6.7,17.0,16.70,1,
전남,담양,딸기,1,048,2021-04-12,1,본주,28.5,10,7.5,6.7,17.0,16.70,2,
전남,담양,딸기,1,048,2021-04-12,1,본주,28.5,10,7.5,6.7,17.0,16.70,3,
전남,담양,딸기,1,048,2021-04-12,1,본주,28.5,10,7.5,6.7,17.0,16.70,4,3
전남,담양,딸기,1,048,2021-04-12,1,본주,34.0,9,8.0,6.8,17.0,16.80,5,
전남,담양,딸기,1,048,2021-04-12,2,본주,32.0,16,9.0,6.0,19.5,17.30,1,
전남,담양,딸기,1,048,2021-04-12,2,액아,32.0,16,9.0,6.0,19.5,17.30,1,1
전남,담양,딸기,1,048,2021-04-12,2,본주,32.0,16,9.0,6.0,19.5,17.30,2,
전남,담양,딸기,1,048,2021-04-12,2,본주,32.0,16,9.0,6.0,19.5,17.30,3,
전남,담양,딸기,1,048,2021-04-12,2,본주,32.0,16,9.0,6.0,19.5,17.30,4,3
전남,담양,딸기,1,048,2021-04-12,2,본주,32.0,16,9.0,6.0,19.5,17.30,5,3
전남,담양,딸기,1,048,2021-04-12,2,본주,32.0,16,9.0,6.0,19.5,17.30,6,
전남,담양,딸기,1,048,2021-04-12,3,본주,29.0,9,6.5,6.3,14.5,19.70,1,
전남,담양,딸기,1,048,2021-04-12,3,본주,29.0,9,6.5,6.3,14.5,19.70,2,
전남,담양,딸기,1,048,2021-04-12,3,본주,29.0,9,6.5,6.3,14.5,19.70,3,
전남,담양,딸기,1,048,2021-04-12,3,본주,29.0,9,6.5,6.3,14.5,19.70,4,3
전남,담양,딸기,1,048,2021-04-12,4,본주,37.0,12,8.0,8.2,23.3,20.20,1,
전남,담양,딸기,1,048,2021-04-12,4,액아,37.0,12,8.0,8.2,23.3,20.20,1,2
전남,담양,딸기,1,048,2021-04-12,4,본주,37.0,12,8.0,8.2,23.3,20.20,2,
전남,담양,딸기,1,048,2021-04-12,4,본주,37.0,12,8.0,8.2,23.3,20.20,3,
전남,담양,딸기,1,048,2021-04-12,4,본주,37.0,12,8.0,8.2,23.3,20.20,4,1
전남,담양,딸기,1,048,2021-04-12,4,본주,37.0,12,8.0,8.2,23.3,20.20,5,3
전남,담양,딸기,1,048,2021-04-19,1,본주,34.0,9,8.0,6.8,17.0,16.80,1,
전남,담양,딸기,1,048,2021-04-19,1,본주,34.0,9,8.0,6.8,17.0,16.80,2,
전남,담양,딸기,1,048,2021-04-19,1,본주,34.0,9,8.0,6.8,17.0,16.80,3,
전남,담양,딸기,1,048,2021-04-19,1,본주,34.0,9,8.0,6.8,17.0,16.80,4,2
전남,담양,딸기,1,048,2021-04-19,1,본주,34.0,9,8.0,6.8,17.0,16.80,5,1
전남,담양,딸기,1,048,2021-04-19,2,본주,34.5,14,6.5,6.0,16.0,17.20,1,
전남,담양,딸기,1,048,2021-04-19,2,액아,34.5,14,6.5,6.0,16.0,17.20,1,1
전남,담양,딸기,1,048,2021-04-19,2,본주,34.5,14,6.5,6.0,16.0,17.20,2,
전남,담양,딸기,1,048,2021-04-19,2,본주,34.5,14,6.5,6.0,16.0,17.20,3,
전남,담양,딸기,1,048,2021-04-19,2,본주,34.5,14,6.5,6.0,16.0,17.20,4,2
전남,담양,딸기,1,048,2021-04-19,2,본주,34.5,14,6.5,6.0,16.0,17.20,5,3
전남,담양,딸기,1,048,2021-04-19,2,본주,34.5,14,6.5,6.0,16.0,17.20,6,1
전남,담양,딸기,1,048,2021-04-19,3,본주,23.5,9,6.2,6.6,15.5,19.60,1,
전남,담양,딸기,1,048,2021-04-19,3,본주,23.5,9,6.2,6.6,15.5,19.60,2,
전남,담양,딸기,1,048,2021-04-19,3,본주,23.5,9,6.2,6.6,15.5,19.60,3,
전남,담양,딸기,1,048,2021-04-19,3,본주,23.5,9,6.2,6.6,15.5,19.60,4,2
전남,담양,딸기,1,048,2021-04-19,4,본주,37.0,14,8.2,8.4,22.6,20.40,1,
전남,담양,딸기,1,048,2021-04-19,4,액아,37.0,14,8.2,8.4,22.6,20.40,1,2
전남,담양,딸기,1,048,2021-04-19,4,본주,37.0,14,8.2,8.4,22.6,20.40,2,
전남,담양,딸기,1,048,2021-04-19,4,액아,37.0,14,8.2,8.4,22.6,20.40,2,
전남,담양,딸기,1,048,2021-04-19,4,본주,37.0,14,8.2,8.4,22.6,20.40,3,
전남,담양,딸기,1,048,2021-04-19,4,본주,37.0,14,8.2,8.4,22.6,20.40,4,
전남,담양,딸기,1,048,2021-04-19,4,본주,37.0,14,8.2,8.4,22.6,20.40,5,2
전남,담양,딸기,1,048,2021-04-26,1,본주,36.5,9,9.0,7.6,19.1,16.60,1,
전남,담양,딸기,1,048,2021-04-26,1,본주,36.5,9,9.0,7.6,19.1,16.60,2,
전남,담양,딸기,1,048,2021-04-26,1,본주,36.5,9,9.0,7.6,19.1,16.60,3,
전남,담양,딸기,1,048,2021-04-26,1,본주,36.5,9,9.0,7.6,19.1,16.60,4,2
전남,담양,딸기,1,048,2021-04-26,1,본주,36.5,9,9.0,7.6,19.1,16.60,5,1
전남,담양,딸기,1,048,2021-04-26,2,본주,35.0,16,7.8,7.5,23.0,17.30,1,
전남,담양,딸기,1,048,2021-04-26,2,액아,35.0,16,7.8,7.5,23.0,17.30,1,
전남,담양,딸기,1,048,2021-04-26,2,본주,35.0,16,7.8,7.5,23.0,17.30,2,
전남,담양,딸기,1,048,2021-04-26,2,액아,35.0,16,7.8,7.5,23.0,17.30,2,
전남,담양,딸기,1,048,2021-04-26,2,본주,35.0,16,7.8,7.5,23.0,17.30,3,
전남,담양,딸기,1,048,2021-04-26,2,액아,35.0,16,7.8,7.5,23.0,17.30,3,
전남,담양,딸기,1,048,2021-04-26,2,본주,35.0,16,7.8,7.5,23.0,17.30,4,2
전남,담양,딸기,1,048,2021-04-26,2,본주,35.0,16,7.8,7.5,23.0,17.30,5,1
전남,담양,딸기,1,048,2021-04-26,2,본주,35.0,16,7.8,7.5,23.0,17.30,6,3
전남,담양,딸기,1,048,2021-04-26,3,본주,23.5,9,6.2,6.6,15.5,19.60,1,
전남,담양,딸기,1,048,2021-04-26,3,본주,23.5,9,6.2,6.6,15.5,19.60,2,
전남,담양,딸기,1,048,2021-04-26,3,본주,23.5,9,6.2,6.6,15.5,19.60,3,
전남,담양,딸기,1,048,2021-04-26,3,본주,23.5,9,6.2,6.6,15.5,19.60,4,2
전남,담양,딸기,1,048,2021-04-26,4,본주,37.0,14,8.2,8.4,22.6,20.40,1,
전남,담양,딸기,1,048,2021-04-26,4,액아,37.0,14,8.2,8.4,22.6,20.40,1,2
전남,담양,딸기,1,048,2021-04-26,4,본주,37.0,14,8.2,8.4,22.6,20.40,2,
전남,담양,딸기,1,048,2021-04-26,4,액아,37.0,14,8.2,8.4,22.6,20.40,2,
전남,담양,딸기,1,048,2021-04-26,4,본주,37.0,14,8.2,8.4,22.6,20.40,3,
전남,담양,딸기,1,048,2021-04-26,4,액아,37.0,14,8.2,8.4,22.6,20.40,3,
전남,담양,딸기,1,048,2021-04-26,4,본주,37.0,14,8.2,8.4,22.6,20.40,4,
전남,담양,딸기,1,048,2021-04-26,4,본주,37.0,14,8.2,8.4,22.6,20.40,5,2
전남,담양,딸기,1,048,2021-05-03,1,본주,38.1,10,8.9,8.4,21.0,16.70,1,
전남,담양,딸기,1,048,2021-05-03,1,액아,38.1,10,8.9,8.4,21.0,16.70,1,
전남,담양,딸기,1,048,2021-05-03,1,본주,38.1,10,8.9,8.4,21.0,16.70,2,
전남,담양,딸기,1,048,2021-05-03,1,본주,38.1,10,8.9,8.4,21.0,16.70,3,
전남,담양,딸기,1,048,2021-05-03,1,본주,38.1,10,8.9,8.4,21.0,16.70,4,1
전남,담양,딸기,1,048,2021-05-03,1,본주,38.1,10,8.9,8.4,21.0,16.70,5,
전남,담양,딸기,1,048,2021-05-03,1,본주,38.1,10,8.9,8.4,21.0,16.70,6,
전남,담양,딸기,1,048,2021-05-03,2,본주,36.4,18,10.0,8.3,23.4,17.20,1,
전남,담양,딸기,1,048,2021-05-03,2,액아,36.4,18,10.0,8.3,23.4,17.20,1,
전남,담양,딸기,1,048,2021-05-03,2,본주,36.4,18,10.0,8.3,23.4,17.20,2,
전남,담양,딸기,1,048,2021-05-03,2,액아,36.4,18,10.0,8.3,23.4,17.20,2,1
전남,담양,딸기,1,048,2021-05-03,2,본주,36.4,18,10.0,8.3,23.4,17.20,3,
전남,담양,딸기,1,048,2021-05-03,2,액아,36.4,18,10.0,8.3,23.4,17.20,3,1
전남,담양,딸기,1,048,2021-05-03,2,본주,36.4,18,10.0,8.3,23.4,17.20,4,1
전남,담양,딸기,1,048,2021-05-03,2,본주,36.4,18,10.0,8.3,23.4,17.20,5,1
전남,담양,딸기,1,048,2021-05-03,2,본주,36.4,18,10.0,8.3,23.4,17.20,6,3
전남,담양,딸기,1,048,2021-05-03,3,본주,29.0,8,7.0,6.8,16.8,19.70,1,
전남,담양,딸기,1,048,2021-05-03,3,본주,29.0,8,7.0,6.8,16.8,19.70,2,
전남,담양,딸기,1,048,2021-05-03,3,본주,29.0,8,7.0,6.8,16.8,19.70,3,
전남,담양,딸기,1,048,2021-05-03,3,본주,29.0,8,7.0,6.8,16.8,19.70,4,
전남,담양,딸기,1,048,2021-05-03,3,본주,29.0,8,7.0,6.8,16.8,19.70,5,
전남,담양,딸기,1,048,2021-05-03,4,본주,38.0,17,8.3,8.5,23.2,20.10,1,
전남,담양,딸기,1,048,2021-05-03,4,액아,38.0,17,8.3,8.5,23.2,20.10,1,
전남,담양,딸기,1,048,2021-05-03,4,본주,38.0,17,8.3,8.5,23.2,20.10,2,
전남,담양,딸기,1,048,2021-05-03,4,액아,38.0,17,8.3,8.5,23.2,20.10,2,1
전남,담양,딸기,1,048,2021-05-03,4,본주,38.0,17,8.3,8.5,23.2,20.10,3,
전남,담양,딸기,1,048,2021-05-03,4,액아,38.0,17,8.3,8.5,23.2,20.10,3,
전남,담양,딸기,1,048,2021-05-03,4,본주,38.0,17,8.3,8.5,23.2,20.10,4,
전남,담양,딸기,1,048,2021-05-03,4,본주,38.0,17,8.3,8.5,23.2,20.10,5,
전남,담양,딸기,1,048,2021-05-11,1,본주,41.8,10,9.7,9.2,25.8,16.60,1,
전남,담양,딸기,1,048,2021-05-11,1,액아,41.8,10,9.7,9.2,25.8,16.60,1,
전남,담양,딸기,1,048,2021-05-11,1,본주,41.8,10,9.7,9.2,25.8,16.60,2,
전남,담양,딸기,1,048,2021-05-11,1,본주,41.8,10,9.7,9.2,25.8,16.60,3,
전남,담양,딸기,1,048,2021-05-11,1,본주,41.8,10,9.7,9.2,25.8,16.60,4,
전남,담양,딸기,1,048,2021-05-11,1,본주,41.8,10,9.7,9.2,25.8,16.60,5,
전남,담양,딸기,1,048,2021-05-11,1,본주,41.8,10,9.7,9.2,25.8,16.60,6,
전남,담양,딸기,1,048,2021-05-11,2,본주,40.6,19,11.6,8.7,24.3,17.20,1,
전남,담양,딸기,1,048,2021-05-11,2,액아,40.6,19,11.6,8.7,24.3,17.20,1,
전남,담양,딸기,1,048,2021-05-11,2,본주,40.6,19,11.6,8.7,24.3,17.20,2,
전남,담양,딸기,1,048,2021-05-11,2,액아,40.6,19,11.6,8.7,24.3,17.20,2,2
전남,담양,딸기,1,048,2021-05-11,2,본주,40.6,19,11.6,8.7,24.3,17.20,3,
전남,담양,딸기,1,048,2021-05-11,2,액아,40.6,19,11.6,8.7,24.3,17.20,3,
전남,담양,딸기,1,048,2021-05-11,2,본주,40.6,19,11.6,8.7,24.3,17.20,4,1
전남,담양,딸기,1,048,2021-05-11,2,본주,40.6,19,11.6,8.7,24.3,17.20,5,1
전남,담양,딸기,1,048,2021-05-11,2,본주,40.6,19,11.6,8.7,24.3,17.20,6,3
전남,담양,딸기,1,048,2021-05-11,3,본주,34.4,10,8.4,5.6,14.0,19.60,1,
전남,담양,딸기,1,048,2021-05-11,3,본주,34.4,10,8.4,5.6,14.0,19.60,2,
전남,담양,딸기,1,048,2021-05-11,3,본주,34.4,10,8.4,5.6,14.0,19.60,3,
전남,담양,딸기,1,048,2021-05-11,3,본주,34.4,10,8.4,5.6,14.0,19.60,4,
전남,담양,딸기,1,048,2021-05-11,3,본주,34.4,10,8.4,5.6,14.0,19.60,5,
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,1,
전남,담양,딸기,1,048,2021-05-11,4,액아,39.6,15,12.5,11.6,26.2,20.20,1,
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,2,
전남,담양,딸기,1,048,2021-05-11,4,액아,39.6,15,12.5,11.6,26.2,20.20,2,1
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,3,
전남,담양,딸기,1,048,2021-05-11,4,액아,39.6,15,12.5,11.6,26.2,20.20,3,
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,4,
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,5,
전남,담양,딸기,1,048,2021-05-11,4,본주,38.0,17,8.3,8.5,23.2,20.10,6,
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,6,
전남,담양,딸기,1,048,2021-05-11,4,본주,39.6,15,12.5,11.6,26.2,20.20,7,
전남,담양,딸기,1,048,2021-05-17,1,본주,41.6,11,9.9,7.6,25.4,16.80,1,
전남,담양,딸기,1,048,2021-05-17,1,액아,41.6,11,9.9,7.6,25.4,16.80,1,1
전남,담양,딸기,1,048,2021-05-17,1,본주,41.6,11,9.9,7.6,25.4,16.80,2,
전남,담양,딸기,1,048,2021-05-17,1,본주,41.6,11,9.9,7.6,25.4,16.80,3,
전남,담양,딸기,1,048,2021-05-17,1,본주,41.6,11,9.9,7.6,25.4,16.80,4,
전남,담양,딸기,1,048,2021-05-17,1,본주,41.6,11,9.9,7.6,25.4,16.80,5,
전남,담양,딸기,1,048,2021-05-17,1,본주,41.6,11,9.9,7.6,25.4,16.80,6,2
전남,담양,딸기,1,048,2021-05-17,2,본주,41.6,16,10.8,8.9,24.7,17.10,1,
전남,담양,딸기,1,048,2021-05-17,2,액아,41.6,16,10.8,8.9,24.7,17.10,1,
전남,담양,딸기,1,048,2021-05-17,2,본주,41.6,16,10.8,8.9,24.7,17.10,2,
전남,담양,딸기,1,048,2021-05-17,2,액아,41.6,16,10.8,8.9,24.7,17.10,2,2
전남,담양,딸기,1,048,2021-05-17,2,본주,41.6,16,10.8,8.9,24.7,17.10,3,
전남,담양,딸기,1,048,2021-05-17,2,액아,41.6,16,10.8,8.9,24.7,17.10,3,
전남,담양,딸기,1,048,2021-05-17,2,본주,41.6,16,10.8,8.9,24.7,17.10,4,1
전남,담양,딸기,1,048,2021-05-17,2,본주,41.6,16,10.8,8.9,24.7,17.10,5,3
전남,담양,딸기,1,048,2021-05-17,2,본주,41.6,16,10.8,8.9,24.7,17.10,6,3
전남,담양,딸기,1,048,2021-05-17,3,본주,34.0,8,9.2,8.2,24.5,19.50,1,
전남,담양,딸기,1,048,2021-05-17,3,본주,34.0,8,9.2,8.2,24.5,19.50,2,
전남,담양,딸기,1,048,2021-05-17,3,본주,34.0,8,9.2,8.2,24.5,19.50,3,
전남,담양,딸기,1,048,2021-05-17,3,본주,34.0,8,9.2,8.2,24.5,19.50,4,
전남,담양,딸기,1,048,2021-05-17,3,본주,34.0,8,9.2,8.2,24.5,19.50,5,1
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,1,
전남,담양,딸기,1,048,2021-05-17,4,액아,42.2,17,10.2,6.5,21.0,20.50,1,
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,2,
전남,담양,딸기,1,048,2021-05-17,4,액아,42.2,17,10.2,6.5,21.0,20.50,2,1
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,3,
전남,담양,딸기,1,048,2021-05-17,4,액아,42.2,17,10.2,6.5,21.0,20.50,3,3
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,4,
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,5,
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,6,1
전남,담양,딸기,1,048,2021-05-17,4,본주,42.2,17,10.2,6.5,21.0,20.50,7,
전남,담양,딸기,1,048,2021-05-24,1,본주,42.3,11,10.5,7.5,25.6,16.70,1,
전남,담양,딸기,1,048,2021-05-24,1,액아,42.3,11,10.5,7.5,25.6,16.70,1,6
전남,담양,딸기,1,048,2021-05-24,1,본주,42.3,11,10.5,7.5,25.6,16.70,2,
전남,담양,딸기,1,048,2021-05-24,1,본주,42.3,11,10.5,7.5,25.6,16.70,3,
전남,담양,딸기,1,048,2021-05-24,1,본주,42.3,11,10.5,7.5,25.6,16.70,4,
전남,담양,딸기,1,048,2021-05-24,1,본주,42.3,11,10.5,7.5,25.6,16.70,5,
전남,담양,딸기,1,048,2021-05-24,1,본주,42.3,11,10.5,7.5,25.6,16.70,6,5
전남,담양,딸기,1,048,2021-05-24,2,본주,44.0,16,10.7,9.0,25.2,17.30,1,
전남,담양,딸기,1,048,2021-05-24,2,액아,44.0,16,10.7,9.0,25.2,17.30,1,
전남,담양,딸기,1,048,2021-05-24,2,본주,44.0,16,10.7,9.0,25.2,17.30,2,
전남,담양,딸기,1,048,2021-05-24,2,액아,44.0,16,10.7,9.0,25.2,17.30,2,5
전남,담양,딸기,1,048,2021-05-24,2,본주,44.0,16,10.7,9.0,25.2,17.30,3,
전남,담양,딸기,1,048,2021-05-24,2,액아,44.0,16,10.7,9.0,25.2,17.30,3,
전남,담양,딸기,1,048,2021-05-24,2,본주,44.0,16,10.7,9.0,25.2,17.30,4,1
전남,담양,딸기,1,048,2021-05-24,2,액아,44.0,16,10.7,9.0,25.2,17.30,4,
전남,담양,딸기,1,048,2021-05-24,2,본주,44.0,16,10.7,9.0,25.2,17.30,5,6
전남,담양,딸기,1,048,2021-05-24,2,본주,44.0,16,10.7,9.0,25.2,17.30,6,3
전남,담양,딸기,1,048,2021-05-24,3,본주,36.2,8,10.4,9.5,22.3,19.30,1,
전남,담양,딸기,1,048,2021-05-24,3,본주,36.2,8,10.4,9.5,22.3,19.30,2,
전남,담양,딸기,1,048,2021-05-24,3,본주,36.2,8,10.4,9.5,22.3,19.30,3,
전남,담양,딸기,1,048,2021-05-24,3,본주,36.2,8,10.4,9.5,22.3,19.30,4,
전남,담양,딸기,1,048,2021-05-24,3,본주,36.2,8,10.4,9.5,22.3,19.30,5,4
전남,담양,딸기,1,048,2021-05-24,3,본주,36.2,8,10.4,9.5,22.3,19.30,6,
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,1,
전남,담양,딸기,1,048,2021-05-24,4,액아,41.2,19,8.3,7.2,23.3,20.20,1,
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,2,
전남,담양,딸기,1,048,2021-05-24,4,액아,41.2,19,8.3,7.2,23.3,20.20,2,
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,3,
전남,담양,딸기,1,048,2021-05-24,4,액아,41.2,19,8.3,7.2,23.3,20.20,3,6
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,4,
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,5,
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,6,5
전남,담양,딸기,1,048,2021-05-24,4,본주,41.2,19,8.3,7.2,23.3,20.20,7,2
전남,보성,딸기,1,029,2020-09-28,1,본주,23.2,4,6.6,5.6,14.8,8.60,0,
전남,보성,딸기,1,029,2020-09-28,2,본주,28.7,4,7.4,6.0,10.5,9.20,0,
전남,보성,딸기,1,029,2020-09-28,3,본주,32.5,4,7.2,5.8,12.5,10.10,0,
전남,보성,딸기,1,029,2020-09-28,4,본주,24.3,5,7.3,6.2,13.0,8.50,0,
전남,보성,딸기,1,029,2020-10-07,1,본주,22.3,5,10.5,9.0,8.0,9.70,0,
전남,보성,딸기,1,029,2020-10-07,2,본주,28.2,5,11.7,9.4,10.5,11.70,0,
전남,보성,딸기,1,029,2020-10-07,3,본주,28.0,6,7.3,6.1,13.0,10.90,0,
전남,보성,딸기,1,029,2020-10-07,4,본주,23.5,6,8.3,7.0,14.4,10.20,0,
전남,보성,딸기,1,029,2020-10-14,1,본주,23.5,7,11.0,9.7,10.3,10.20,1,
전남,보성,딸기,1,029,2020-10-14,2,본주,26.6,6,12.2,9.7,11.7,12.50,0,
