도,시군,품목,작기,농가명,조사일자,덩굴구분,개체번호,초장,마디수,평균절간장,줄기굵기,엽장,엽폭,엽수,암꽃수,착과수
경기,평택,오이,3,012,2020-11-25,,2,289.7,28,10.0,8.00,23.8,26.0,13,2,9
경기,평택,오이,3,012,2020-11-25,,3,313.4,29,10.4,8.60,26.3,29.4,16,3,6
경기,평택,오이,3,012,2020-11-25,,4,275.6,26,10.2,8.50,26.7,30.5,15,0,9
경기,평택,오이,3,012,2020-12-02,,1,323.9,30,10.8,8.60,28.4,30.6,17,5,8
경기,평택,오이,3,012,2020-12-02,,2,291.4,28,10.0,8.50,24.6,28.3,13,3,10
경기,평택,오이,3,012,2020-12-02,,3,318.2,29,10.6,8.60,26.7,31.0,16,3,10
경기,평택,오이,3,012,2020-12-02,,4,277.4,26,10.3,8.50,27.0,31.5,15,2,5
경기,평택,오이,3,012,2020-12-09,,1,323.9,30,10.8,8.60,28.5,30.6,17,0,9
경기,평택,오이,3,012,2020-12-09,,2,291.4,28,10.0,8.50,24.6,28.3,13,0,11
경기,평택,오이,3,012,2020-12-09,,3,318.2,29,10.6,8.60,27.0,31.0,16,0,11
경기,평택,오이,3,012,2020-12-09,,4,277.4,26,10.3,8.50,28.6,31.5,14,0,6
경기,평택,오이,3,012,2020-12-16,,1,323.9,30,10.8,8.70,28.6,30.3,14,0,8
경기,평택,오이,3,012,2020-12-16,,2,291.4,28,10.0,8.50,24.6,27.5,13,0,8
경기,평택,오이,3,012,2020-12-16,,3,318.2,29,10.6,8.60,27.0,30.5,15,0,7
경기,평택,오이,3,012,2020-12-16,,4,277.4,26,10.3,8.50,29.0,31.8,14,0,5
경기,평택,오이,3,012,2020-12-23,,1,323.9,30,10.8,8.70,28.6,30.3,14,0,7
경기,평택,오이,3,012,2020-12-23,,2,291.4,28,10.0,8.50,24.6,27.5,13,0,2
경기,평택,오이,3,012,2020-12-23,,3,318.2,29,10.6,8.60,27.0,30.5,13,0,3
경기,평택,오이,3,012,2020-12-23,,4,277.4,26,10.3,8.50,29.0,31.8,14,0,3
경북,상주,오이,1,013,2020-11-11,본주,1,97.8,13,7.9,7.79,28.0,31.0,12,,
경북,상주,오이,1,013,2020-11-11,본주,2,96.7,12,8.4,8.63,30.3,33.5,11,,
경북,상주,오이,1,013,2020-11-11,본주,3,113.1,14,8.0,8.19,30.0,32.2,13,,
경북,상주,오이,1,013,2020-11-11,본주,4,105.1,14,7.6,9.57,32.4,31.5,13,,
경북,상주,오이,1,013,2020-11-18,본주,1,137.8,17,8.3,8.67,30.3,32.5,16,,
경북,상주,오이,1,013,2020-11-18,본주,2,132.8,16,8.4,9.26,33.3,39.2,15,,
경북,상주,오이,1,013,2020-11-18,본주,3,150.8,18,8.5,9.50,30.6,32.7,17,,
경북,상주,오이,1,013,2020-11-18,본주,4,144.2,18,8.1,9.03,30.3,31.4,17,,
경북,상주,오이,1,013,2020-11-25,본주,1,176.4,20,9.0,8.80,30.6,34.5,19,,
경북,상주,오이,1,013,2020-11-25,본주,2,170.7,20,8.8,10.07,32.3,34.4,19,,
경북,상주,오이,1,013,2020-11-25,본주,3,194.1,21,9.4,10.20,30.2,29.2,20,,
경북,상주,오이,1,013,2020-11-25,본주,4,177.1,21,8.6,10.25,31.7,33.1,20,,
경북,상주,오이,1,013,2020-12-02,본주,1,208.0,23,9.3,10.28,32.6,30.6,22,,
경북,상주,오이,1,013,2020-12-02,본주,2,203.1,22,9.3,11.01,32.5,29.8,21,,
경북,상주,오이,1,013,2020-12-02,본주,3,218.0,24,9.3,10.11,33.1,30.2,23,,
경북,상주,오이,1,013,2020-12-02,본주,4,205.7,24,8.8,8.69,28.7,28.8,23,,
경북,상주,오이,1,013,2020-12-10,본주,1,231.3,25,9.4,8.56,31.6,29.0,20,,
경북,상주,오이,1,013,2020-12-10,본주,2,229.2,28,8.7,9.33,32.6,31.7,20,,
경북,상주,오이,1,013,2020-12-10,본주,3,243.7,29,8.9,7.93,31.4,29.0,21,,
경북,상주,오이,1,013,2020-12-10,본주,4,230.5,27,8.8,8.49,28.2,29.3,21,,
경북,상주,오이,1,013,2020-12-17,본주,1,258.2,28,9.4,9.03,31.2,28.6,18,,
경북,상주,오이,1,013,2020-12-17,본주,2,254.2,28,9.3,8.70,31.4,28.5,19,,
경북,상주,오이,1,013,2020-12-17,본주,3,269.6,30,9.2,8.03,28.7,27.0,21,,
경북,상주,오이,1,013,2020-12-17,본주,4,254.9,29,9.0,7.39,29.7,28.8,22,,
경북,상주,오이,1,013,2020-12-23,본주,1,276.7,30,9.3,9.16,30.7,29.2,15,,
경북,상주,오이,1,013,2020-12-23,본주,2,267.9,30,9.1,9.11,29.1,26.7,16,,
경북,상주,오이,1,013,2020-12-23,본주,3,283.5,32,9.1,8.18,28.5,28.2,16,,
경북,상주,오이,1,013,2020-12-23,본주,4,273.7,32,8.7,7.84,28.2,27.1,16,,
경북,상주,오이,1,013,2020-12-28,본주,1,289.7,32,9.2,9.12,30.6,30.2,17,,
경북,상주,오이,1,013,2020-12-28,본주,2,282.2,32,9.0,9.08,29.7,27.4,17,,
경북,상주,오이,1,013,2020-12-28,본주,3,298.0,34,8.9,8.21,28.6,28.1,17,,
경북,상주,오이,1,013,2020-12-28,본주,4,290.6,34,8.7,7.96,28.8,28.3,17,,
경북,상주,오이,1,013,2021-01-05,본주,1,312.9,35,9.1,9.11,30.2,30.6,17,,
경북,상주,오이,1,013,2021-01-05,본주,2,300.7,35,8.7,9.07,29.2,29.7,18,,
경북,상주,오이,1,013,2021-01-05,본주,3,318.0,36,9.0,8.97,28.7,30.1,18,,
경북,상주,오이,1,013,2021-01-05,본주,4,307.7,36,8.7,8.81,28.9,27.0,19,,
경북,상주,오이,1,013,2021-01-12,본주,1,323.0,36,9.1,8.85,28.1,28.8,17,,
경북,상주,오이,1,013,2021-01-12,본주,2,311.7,36,8.8,8.51,27.5,29.1,18,,
경북,상주,오이,1,013,2021-01-12,본주,3,332.6,39,8.7,9.07,26.9,27.5,16,,
경북,상주,오이,1,013,2021-01-12,본주,4,319.9,38,8.6,8.86,27.2,27.0,17,,
경북,상주,오이,1,013,2021-01-19,본주,1,344.1,39,9.0,8.58,27.8,29.2,15,,
경북,상주,오이,1,013,2021-01-19,본주,2,331.3,38,8.8,8.59,28.5,29.8,16,,
경북,상주,오이,1,013,2021-01-19,본주,3,354.4,41,8.8,9.01,29.5,30.2,14,,
경북,상주,오이,1,013,2021-01-19,본주,4,339.6,40,8.6,8.73,28.8,29.5,15,,
경북,상주,오이,1,013,2021-01-26,본주,1,364.9,42,8.8,9.12,25.7,27.7,17,,
경북,상주,오이,1,013,2021-01-26,본주,2,353.5,41,8.8,9.08,26.2,28.1,18,,
경북,상주,오이,1,013,2021-01-26,본주,3,373.2,43,8.8,9.21,25.8,27.5,16,,
경북,상주,오이,1,013,2021-01-26,본주,4,356.6,42,8.6,9.07,26.6,26.8,17,,
경북,상주,오이,1,013,2021-02-02,본주,1,383.9,44,8.9,9.13,25.2,26.8,17,,
경북,상주,오이,1,013,2021-02-02,본주,2,375.4,43,8.9,9.07,27.1,27.1,16,,
경북,상주,오이,1,013,2021-02-02,본주,3,397.2,46,8.7,9.12,27.5,27.5,17,,
경북,상주,오이,1,013,2021-02-02,본주,4,374.5,45,8.5,9.21,26.1,26.1,17,,
경북,상주,오이,1,013,2021-02-09,본주,1,406.6,47,8.8,9.17,26.5,26.8,17,,
경북,상주,오이,1,013,2021-02-09,본주,2,396.2,45,8.9,9.05,27.0,27.4,16,,
경북,상주,오이,1,013,2021-02-09,본주,3,415.1,48,8.8,9.02,26.8,27.0,18,,
경북,상주,오이,1,013,2021-02-09,본주,4,392.1,46,8.6,9.17,27.4,27.8,16,,
경북,상주,오이,1,013,2021-02-16,본주,1,423.8,49,8.8,9.21,26.8,27.5,16,,
경북,상주,오이,1,013,2021-02-16,본주,2,413.7,49,8.9,9.18,28.2,29.0,15,,
경북,상주,오이,1,013,2021-02-16,본주,3,431.7,51,8.6,9.12,27.4,27.9,16,,
경북,상주,오이,1,013,2021-02-16,본주,4,405.3,49,8.4,9.19,28.1,28.5,16,,
경북,상주,오이,1,013,2021-02-23,본주,1,444.0,51,8.8,9.11,26.2,26.9,16,,
경북,상주,오이,1,013,2021-02-23,본주,2,433.2,49,8.9,9.21,27.2,27.5,15,,
경북,상주,오이,1,013,2021-02-23,본주,3,454.8,53,8.7,9.07,26.5,27.0,17,,
경북,상주,오이,1,013,2021-02-23,본주,4,421.3,51,8.4,9.13,26.3,26.9,15,,
경북,상주,오이,1,013,2021-03-02,본주,1,461.4,53,8.8,9.24,27.2,28.0,17,,
경북,상주,오이,1,013,2021-03-02,본주,2,451.7,51,9.0,9.15,26.5,27.3,16,,
경북,상주,오이,1,013,2021-03-02,본주,3,476.8,56,8.6,9.16,27.1,27.8,16,,
경북,상주,오이,1,013,2021-03-02,본주,4,435.7,52,8.5,9.22,27.0,27.6,17,,
경북,상주,오이,1,013,2021-03-09,본주,1,477.6,55,8.8,9.02,25.2,25.8,15,,
경북,상주,오이,1,013,2021-03-09,본주,2,473.7,53,9.0,9.06,24.9,25.5,13,,
경북,상주,오이,1,013,2021-03-09,본주,3,498.2,58,8.7,9.11,25.3,26.0,17,,
경북,상주,오이,1,013,2021-03-09,본주,4,452.7,54,8.5,9.01,26.1,26.5,13,,
경북,상주,오이,1,013,2021-03-15,본주,1,497.3,57,8.8,10.12,25.2,26.2,15,,
경북,상주,오이,1,013,2021-03-15,본주,2,493.1,54,9.2,9.12,25.5,25.7,14,,
경북,상주,오이,1,013,2021-03-15,본주,3,514.2,59,8.8,10.18,25.5,25.7,16,,
경북,상주,오이,1,013,2021-03-15,본주,4,469.1,55,8.6,9.12,26.6,26.5,14,,
경북,상주,오이,1,013,2021-03-24,본주,1,529.6,59,9.0,8.54,26.5,27.8,12,,
경북,상주,오이,1,013,2021-03-24,본주,2,527.6,57,9.3,9.58,26.8,27.2,12,,
경북,상주,오이,1,013,2021-03-24,본주,3,552.3,63,8.8,8.48,27.2,27.5,14,,
경북,상주,오이,1,013,2021-03-24,본주,4,495.5,57,8.8,10.72,26.5,27.6,13,,
경북,상주,오이,1,013,2021-03-29,본주,1,543.0,61,8.9,9.58,27.2,28.9,14,,
경북,상주,오이,1,013,2021-03-29,본주,2,545.4,59,9.3,10.02,26.8,28.7,15,,
경북,상주,오이,1,013,2021-03-29,본주,3,568.2,65,8.8,10.12,27.4,28.5,14,,
경북,상주,오이,1,013,2021-03-29,본주,4,513.5,59,8.8,9.54,27.5,28.4,13,,
경북,상주,오이,1,013,2021-04-05,본주,1,568.2,64,8.9,8.54,23.6,24.6,12,,
경북,상주,오이,1,013,2021-04-05,본주,2,571.5,61,9.5,8.65,24.7,25.7,12,,
경북,상주,오이,1,013,2021-04-05,본주,3,582.5,66,8.8,9.11,23.2,24.2,13,,
경북,상주,오이,1,013,2021-04-05,본주,4,541.7,62,8.8,9.34,24.5,25.5,11,,
경북,상주,오이,1,013,2021-04-12,본주,1,601.5,69,8.8,9.66,21.6,18.7,12,,
경북,상주,오이,1,013,2021-04-12,본주,2,586.0,63,9.4,9.78,22.4,16.5,12,,
경북,상주,오이,1,013,2021-04-12,본주,3,606.5,70,8.7,9.54,21.3,18.4,10,,
경북,상주,오이,1,013,2021-04-12,본주,4,557.5,64,8.8,10.12,22.1,17.6,9,,
경북,상주,오이,1,013,2021-04-19,본주,1,620.8,71,8.8,9.97,30.1,31.4,15,,
경북,상주,오이,1,013,2021-04-19,본주,2,606.9,66,9.3,9.52,29.8,30.5,15,,
경북,상주,오이,1,013,2021-04-19,본주,3,639.9,75,8.6,8.84,29.7,30.6,15,,
경북,상주,오이,1,013,2021-04-19,본주,4,584.0,67,8.8,9.32,29.6,31.7,14,,
경북,상주,오이,1,013,2021-04-26,본주,1,654.0,74,8.8,8.67,28.5,29.4,11,,
경북,상주,오이,1,013,2021-04-26,본주,2,638.9,70,9.2,8.99,28.7,29.6,11,,
경북,상주,오이,1,013,2021-04-26,본주,3,665.1,77,8.6,9.14,29.2,31.2,12,,
경북,상주,오이,1,013,2021-04-26,본주,4,605.0,69,8.8,9.21,27.4,28.4,12,,
경북,상주,오이,1,013,2021-05-03,본주,1,687.1,78,8.8,9.54,30.5,31.8,10,,
경북,상주,오이,1,013,2021-05-03,본주,2,655.2,72,9.1,10.52,30.6,31.9,11,,
경북,상주,오이,1,013,2021-05-03,본주,3,691.3,80,8.6,10.68,31.2,31.7,12,,
경북,상주,오이,1,013,2021-05-03,본주,4,629.0,73,8.6,10.25,31.3,31.8,10,,
경북,상주,오이,1,013,2021-05-10,본주,1,705.1,80,8.8,9.85,32.1,33.2,15,,
경북,상주,오이,1,013,2021-05-10,본주,2,680.5,75,9.1,9.78,31.5,32.6,14,,
경북,상주,오이,1,013,2021-05-10,본주,3,719.9,84,8.6,9.88,31.5,32.7,14,,
경북,상주,오이,1,013,2021-05-10,본주,4,651.8,76,8.6,10.55,31.4,32.9,12,,
경북,상주,오이,1,013,2021-05-17,본주,1,735.3,85,8.8,9.58,32.5,33.4,15,,
경북,상주,오이,1,013,2021-05-17,본주,2,726.3,79,9.2,8.24,32.7,34.2,15,,
경북,상주,오이,1,013,2021-05-17,본주,3,759.1,88,8.6,8.57,33.1,35.6,15,,
경북,상주,오이,1,013,2021-05-17,본주,4,691.1,80,8.7,8.65,32.6,34.8,14,,
경북,상주,오이,1,013,2021-05-24,본주,1,786.4,89,8.9,8.24,31.4,33.7,21,,
경북,상주,오이,1,013,2021-05-24,본주,2,756.6,83,9.2,8.15,31.5,33.9,21,,
경북,상주,오이,1,013,2021-05-24,본주,3,802.5,92,8.7,7.95,31.6,33.4,22,,
경북,상주,오이,1,013,2021-05-24,본주,4,742.5,84,8.8,7.88,31.7,32.6,22,,
경북,상주,오이,1,014,2020-11-10,본주,1,46.0,7,6.1,0.00,24.0,25.0,7,,
경북,상주,오이,1,014,2020-11-10,본주,2,48.3,7,6.3,0.00,25.0,26.5,7,,
경북,상주,오이,1,014,2020-11-10,본주,3,56.8,7,7.0,0.00,23.0,26.5,7,,
경북,상주,오이,1,014,2020-11-10,본주,4,50.0,7,6.4,0.00,25.0,25.0,7,,
경북,상주,오이,1,014,2020-11-17,본주,1,77.3,10,7.3,0.00,27.7,28.4,9,,
경북,상주,오이,1,014,2020-11-17,본주,2,80.5,11,7.0,8.28,26.2,28.5,10,,
경북,상주,오이,1,014,2020-11-17,본주,3,84.8,10,8.0,0.00,28.0,29.0,9,,
경북,상주,오이,1,014,2020-11-17,본주,4,77.7,10,7.4,0.00,25.9,25.8,9,,
경북,상주,오이,1,014,2020-11-24,본주,1,108.2,12,8.5,9.44,27.0,27.3,12,,
경북,상주,오이,1,014,2020-11-24,본주,2,115.6,12,8.8,9.07,29.3,29.3,12,,
경북,상주,오이,1,014,2020-11-24,본주,3,117.6,12,9.2,9.04,27.1,30.0,12,,
경북,상주,오이,1,014,2020-11-24,본주,4,105.9,12,8.5,9.94,22.6,24.3,12,,
경북,상주,오이,1,014,2020-12-01,본주,1,144.7,15,9.2,8.11,32.4,33.0,15,,
경북,상주,오이,1,014,2020-12-01,본주,2,150.9,16,8.9,10.04,35.1,32.2,16,,
경북,상주,오이,1,014,2020-12-01,본주,3,156.3,15,9.8,9.40,33.3,34.5,15,,
경북,상주,오이,1,014,2020-12-01,본주,4,144.6,15,9.2,8.63,36.5,32.1,15,,
경북,상주,오이,1,014,2020-12-08,본주,1,180.9,19,9.3,9.35,31.3,33.5,18,,
경북,상주,오이,1,014,2020-12-08,본주,2,184.1,20,9.0,10.36,32.0,30.0,19,,
경북,상주,오이,1,014,2020-12-08,본주,3,191.0,19,9.8,10.05,32.3,35.2,18,,
경북,상주,오이,1,014,2020-12-08,본주,4,180.2,19,9.3,9.58,34.6,35.0,18,,
경북,상주,오이,1,014,2020-12-15,본주,1,215.6,23,9.2,10.03,30.0,32.7,19,,
경북,상주,오이,1,014,2020-12-15,본주,2,209.7,23,9.0,10.10,31.4,31.8,19,,
경북,상주,오이,1,014,2020-12-15,본주,3,224.0,22,9.9,10.63,31.5,32.3,17,,
경북,상주,오이,1,014,2020-12-15,본주,4,216.2,22,9.6,9.61,33.2,30.7,17,,
경북,상주,오이,1,014,2020-12-22,본주,1,250.7,25,9.9,8.91,30.7,31.6,18,,
경북,상주,오이,1,014,2020-12-22,본주,2,251.4,26,9.5,10.30,31.4,31.5,18,,
경북,상주,오이,1,014,2020-12-22,본주,3,260.1,26,9.9,10.20,29.1,29.6,18,,
경북,상주,오이,1,014,2020-12-22,본주,4,249.6,25,9.8,9.60,32.6,30.3,19,,
경북,상주,오이,1,014,2020-12-28,본주,1,281.0,28,9.9,8.31,30.6,31.2,20,,
경북,상주,오이,1,014,2020-12-28,본주,2,280.7,29,9.5,8.12,31.7,32.2,21,,
경북,상주,오이,1,014,2020-12-28,본주,3,292.7,28,10.3,8.33,30.1,29.7,20,,
경북,상주,오이,1,014,2020-12-28,본주,4,277.7,28,9.8,8.67,29.6,31.2,19,,
경북,상주,오이,1,014,2021-01-05,본주,1,318.7,32,9.8,8.31,30.7,31.1,19,,
경북,상주,오이,1,014,2021-01-05,본주,2,319.6,33,9.6,8.77,31.8,32.6,19,,
경북,상주,오이,1,014,2021-01-05,본주,3,331.3,32,10.3,9.03,29.7,30.1,19,,
경북,상주,오이,1,014,2021-01-05,본주,4,314.2,31,10.0,8.76,31.1,29.9,19,,
경북,상주,오이,1,014,2021-01-12,본주,1,344.2,34,10.0,9.04,29.8,30.5,17,,
경북,상주,오이,1,014,2021-01-12,본주,2,349.2,36,9.6,8.76,31.2,31.9,18,,
경북,상주,오이,1,014,2021-01-12,본주,3,366.1,35,10.4,9.21,30.8,31.4,16,,
경북,상주,오이,1,014,2021-01-12,본주,4,343.2,34,10.0,8.75,29.8,29.9,18,,
경북,상주,오이,1,014,2021-01-19,본주,1,379.9,38,9.8,9.01,30.2,31.0,17,,
경북,상주,오이,1,014,2021-01-19,본주,2,381.0,39,9.7,9.11,29.0,30.5,18,,
경북,상주,오이,1,014,2021-01-19,본주,3,398.4,38,10.4,8.97,29.6,30.2,17,,
경북,상주,오이,1,014,2021-01-19,본주,4,371.1,37,9.9,8.78,31.0,31.8,17,,
경북,상주,오이,1,014,2021-01-26,본주,1,407.9,41,9.9,9.01,27.5,31.3,17,,
경북,상주,오이,1,014,2021-01-26,본주,2,408.1,42,9.7,9.11,28.2,31.2,19,,
경북,상주,오이,1,014,2021-01-26,본주,3,419.2,40,10.4,9.07,29.3,30.8,18,,
경북,상주,오이,1,014,2021-01-26,본주,4,395.4,40,9.8,9.35,29.2,29.3,18,,
경북,상주,오이,1,014,2021-02-02,본주,1,435.0,43,10.0,9.13,28.2,30.1,17,,
경북,상주,오이,1,014,2021-02-02,본주,2,438.4,45,9.7,8.02,29.5,31.0,17,,
경북,상주,오이,1,014,2021-02-02,본주,3,459.2,44,10.4,9.15,30.0,30.3,18,,
경북,상주,오이,1,014,2021-02-02,본주,4,425.6,43,9.8,9.41,30.4,30.2,17,,
경북,상주,오이,1,014,2021-02-09,본주,1,470.3,47,10.0,9.02,28.6,29.0,17,,
경북,상주,오이,1,014,2021-02-09,본주,2,468.1,48,9.7,9.15,29.2,30.2,18,,
경북,상주,오이,1,014,2021-02-09,본주,3,500.7,47,10.6,9.07,30.0,30.5,18,,
경북,상주,오이,1,014,2021-02-09,본주,4,451.4,46,9.8,9.25,28.5,29.4,16,,
경북,상주,오이,1,014,2021-02-16,본주,1,505.4,50,10.1,8.97,29.3,30.0,16,,
경북,상주,오이,1,014,2021-02-16,본주,2,501.8,51,9.8,9.01,30.2,30.5,17,,
경북,상주,오이,1,014,2021-02-16,본주,3,526.1,50,10.5,8.98,28.9,29.3,15,,
경북,상주,오이,1,014,2021-02-16,본주,4,484.3,49,9.8,9.29,29.5,30.2,15,,
경북,상주,오이,1,014,2021-02-23,본주,1,537.7,53,10.1,8.96,28.8,29.3,14,,
경북,상주,오이,1,014,2021-02-23,본주,2,535.9,54,9.8,9.04,29.0,29.4,14,,
경북,상주,오이,1,014,2021-02-23,본주,3,559.4,52,10.7,8.89,29.2,29.7,13,,
경북,상주,오이,1,014,2021-02-23,본주,4,516.7,52,9.9,9.21,28.9,29.2,13,,
경북,상주,오이,1,014,2021-03-02,본주,1,565.2,55,10.2,8.96,28.6,29.5,19,,
경북,상주,오이,1,014,2021-03-02,본주,2,564.7,57,9.8,8.87,30.0,29.1,21,,
경북,상주,오이,1,014,2021-03-02,본주,3,588.8,55,10.6,9.01,29.5,29.9,20,,
경북,상주,오이,1,014,2021-03-02,본주,4,545.2,55,9.9,9.11,28.7,29.5,19,,
경북,상주,오이,1,014,2021-03-09,본주,1,597.8,58,10.2,8.89,28.6,29.7,16,,
경북,상주,오이,1,014,2021-03-09,본주,2,598.3,60,9.9,9.01,30.1,29.6,15,,
경북,상주,오이,1,014,2021-03-09,본주,3,617.5,58,10.6,9.11,29.5,30.0,16,,
경북,상주,오이,1,014,2021-03-09,본주,4,572.6,58,9.8,9.04,30.3,28.7,16,,
경북,상주,오이,1,014,2021-03-15,본주,1,610.6,58,10.4,8.78,29.9,27.8,18,,
경북,상주,오이,1,014,2021-03-15,본주,2,620.4,62,9.9,8.01,28.9,30.2,18,,
경북,상주,오이,1,014,2021-03-15,본주,3,642.6,59,10.7,8.11,29.7,28.7,14,,
경북,상주,오이,1,014,2021-03-15,본주,4,599.9,59,10.0,9.04,30.2,29.7,18,,
경북,상주,오이,1,014,2021-03-24,본주,1,653.5,62,10.4,9.12,30.2,29.8,17,,
경북,상주,오이,1,014,2021-03-24,본주,2,659.4,65,10.0,8.88,30.8,30.2,16,,
경북,상주,오이,1,014,2021-03-24,본주,3,689.7,63,10.8,8.78,31.2,30.4,18,,
경북,상주,오이,1,014,2021-03-24,본주,4,629.9,62,10.0,8.65,29.7,30.5,18,,
경북,상주,오이,1,014,2021-03-29,본주,1,685.6,65,10.5,9.54,31.5,32.1,16,,
경북,상주,오이,1,014,2021-03-29,본주,2,685.2,68,10.0,9.12,30.7,33.4,15,,
경북,상주,오이,1,014,2021-03-29,본주,3,708.0,65,10.8,10.12,31.8,32.5,18,,
경북,상주,오이,1,014,2021-03-29,본주,4,655.3,65,10.0,10.58,30.5,31.2,17,,
경북,상주,오이,1,014,2021-04-05,본주,1,711.1,67,10.5,9.58,30.6,31.5,17,,
경북,상주,오이,1,014,2021-04-05,본주,2,720.7,71,10.1,9.84,31.7,32.8,19,,
경북,상주,오이,1,014,2021-04-05,본주,3,745.3,68,10.9,9.58,30.2,32.6,16,,
경북,상주,오이,1,014,2021-04-05,본주,4,688.9,68,10.0,10.74,30.5,32.5,18,,
경북,상주,오이,1,014,2021-04-12,본주,1,745.0,71,10.4,9.54,28.8,29.2,15,,
경북,상주,오이,1,014,2021-04-12,본주,2,755.0,75,10.0,9.65,29.6,30.8,17,,
경북,상주,오이,1,014,2021-04-12,본주,3,777.8,71,10.9,9.78,30.8,31.7,17,,
경북,상주,오이,1,014,2021-04-12,본주,4,715.2,71,10.0,10.11,31.2,31.5,15,,
경북,상주,오이,1,014,2021-04-19,본주,1,805.9,76,10.5,8.54,31.4,33.2,14,,
경북,상주,오이,1,014,2021-04-19,본주,2,788.4,78,10.0,9.56,32.5,35.4,17,,
경북,상주,오이,1,014,2021-04-19,본주,3,813.6,74,10.9,8.72,31.6,32.6,17,,
경북,상주,오이,1,014,2021-04-19,본주,4,743.6,74,10.0,9.89,30.7,33.7,15,,
경북,상주,오이,1,014,2021-04-26,본주,1,846.9,80,10.5,10.54,32.7,33.2,15,,
경북,상주,오이,1,014,2021-04-26,본주,2,818.4,81,10.0,10.21,32.5,34.8,15,,
경북,상주,오이,1,014,2021-04-26,본주,3,848.1,77,10.9,10.53,31.6,34.5,16,,
경북,상주,오이,1,014,2021-04-26,본주,4,781.2,78,9.9,10.74,32.2,34.6,16,,
경북,상주,오이,1,014,2021-05-03,본주,1,886.3,84,10.5,10.24,33.2,34.5,19,,
경북,상주,오이,1,014,2021-05-03,본주,2,846.5,84,10.0,10.21,32.5,35.3,18,,
경북,상주,오이,1,014,2021-05-03,본주,3,887.1,81,10.9,9.58,32.8,35.6,19,,
경북,상주,오이,1,014,2021-05-03,본주,4,815.6,81,10.0,9.65,33.2,35.7,20,,
경북,상주,오이,1,014,2021-05-10,본주,1,911.5,87,10.4,9.65,30.5,32.6,14,,
경북,상주,오이,1,014,2021-05-10,본주,2,874.6,87,9.9,9.55,31.2,32.6,15,,
경북,상주,오이,1,014,2021-05-10,본주,3,933.1,87,10.7,9.88,30.3,32.5,13,,
경북,상주,오이,1,014,2021-05-10,본주,4,843.9,84,10.0,9.98,30.6,33.1,14,,
경북,상주,오이,1,014,2021-05-17,본주,1,956.6,90,10.5,9.54,30.4,31.5,14,,
경북,상주,오이,1,014,2021-05-17,본주,2,919.2,92,9.9,9.95,30.2,31.7,14,,
경북,상주,오이,1,014,2021-05-17,본주,3,972.4,90,10.7,9.87,31.4,32.1,15,,
경북,상주,오이,1,014,2021-05-17,본주,4,882.3,88,9.9,9.82,31.2,31.8,14,,
경북,상주,오이,1,014,2021-05-24,본주,1,1005.8,95,10.5,9.54,30.4,31.2,14,,
경북,상주,오이,1,014,2021-05-24,본주,2,966.1,97,9.9,9.99,30.2,31.4,17,,
경북,상주,오이,1,014,2021-05-24,본주,3,1032.5,95,10.8,9.98,31.1,31.9,17,,
경북,상주,오이,1,014,2021-05-24,본주,4,939.2,94,9.9,9.87,30.9,31.4,16,,
경북,상주,오이,1,014,2021-06-03,본주,1,1000.8,0,10.5,0.00,0.0,0.0,0,,
경북,상주,오이,1,014,2021-06-03,본주,2,1017.1,103,9.9,9.65,28.7,29.5,17,,
경북,상주,오이,1,014,2021-06-03,본주,3,1086.4,101,10.8,10.25,29.2,30.3,16,,
경북,상주,오이,1,014,2021-06-03,본주,4,981.0,99,9.9,9.52,30.4,31.2,15,,
경북,상주,오이,1,014,2021-06-10,본주,2,1020.7,103,9.9,9.81,27.4,28.5,14,,
경북,상주,오이,1,014,2021-06-10,본주,3,1094.2,101,10.8,9.94,28.6,29.8,15,,
경북,상주,오이,1,014,2021-06-10,본주,4,986.6,99,10.0,10.16,30.1,31.4,17,,
경북,상주,오이,1,015,2020-12-04,본주,1,97.4,10,9.1,7.10,27.8,31.5,10,,
경북,상주,오이,1,015,2020-12-04,본주,2,74.0,9,7.6,7.10,25.7,26.0,9,,
경북,상주,오이,1,015,2020-12-04,본주,3,98.4,10,9.3,6.70,26.8,29.5,10,,
경북,상주,오이,1,015,2020-12-04,본주,4,93.7,10,8.5,7.10,27.0,26.5,10,,
경북,상주,오이,1,015,2020-12-08,본주,1,118.2,11,9.8,7.30,28.9,29.1,11,,
경북,상주,오이,1,015,2020-12-08,본주,2,102.7,10,9.1,6.70,28.3,27.5,10,,
경북,상주,오이,1,015,2020-12-08,본주,3,115.7,11,9.9,7.30,28.6,28.3,11,,
경북,상주,오이,1,015,2020-12-08,본주,4,121.3,12,9.5,6.80,29.6,27.4,12,,
경북,상주,오이,1,015,2020-12-15,본주,1,165.9,14,11.0,6.30,33.0,34.6,12,,
경북,상주,오이,1,015,2020-12-15,본주,2,145.4,13,10.3,6.60,29.8,31.5,11,,
경북,상주,오이,1,015,2020-12-15,본주,3,158.2,14,10.7,6.10,31.0,33.9,12,,
경북,상주,오이,1,015,2020-12-15,본주,4,166.6,14,10.8,7.20,31.5,33.0,12,,
경북,상주,오이,1,015,2020-12-22,본주,1,185.5,17,10.3,7.50,34.0,33.1,13,,
경북,상주,오이,1,015,2020-12-22,본주,2,188.8,17,10.5,8.00,30.0,33.0,13,,
