도,시군,품목,작기,농가명,출하일자,총출하량,판매금액
강원,철원,파프리카,1,009,2020-06-16,535.5,
강원,철원,파프리카,1,009,2020-06-18,1008.0,
강원,철원,파프리카,1,009,2020-06-18,325.5,
강원,철원,파프리카,1,009,2020-06-19,1008.0,
강원,철원,파프리카,1,009,2020-06-19,294.0,
강원,철원,파프리카,1,009,2020-06-20,1197.0,
강원,철원,파프리카,1,009,2020-06-22,798.0,
강원,철원,파프리카,1,009,2020-06-23,924.0,
강원,철원,파프리카,1,009,2020-06-26,357.0,
강원,철원,파프리카,1,009,2020-06-26,577.5,
강원,철원,파프리카,1,009,2020-06-26,357.0,
강원,철원,파프리카,1,009,2020-06-30,126.0,
강원,철원,파프리카,1,009,2020-06-30,94.5,
강원,철원,파프리카,1,009,2020-07-06,630.0,
강원,철원,파프리카,1,009,2020-07-08,892.5,
강원,철원,파프리카,1,009,2020-07-08,430.5,
강원,철원,파프리카,1,009,2020-07-10,1207.5,
강원,철원,파프리카,1,009,2020-07-11,472.5,
강원,철원,파프리카,1,009,2020-07-13,1134.0,
강원,철원,파프리카,1,009,2020-07-13,567.0,
강원,철원,파프리카,1,009,2020-07-15,1134.0,
강원,철원,파프리카,1,009,2020-07-15,892.5,
강원,철원,파프리카,1,009,2020-07-16,1008.0,
강원,철원,파프리카,1,009,2020-07-16,367.5,
강원,철원,파프리카,1,009,2020-07-18,756.0,
강원,철원,파프리카,1,009,2020-07-18,672.0,
강원,철원,파프리카,1,009,2020-07-20,1071.0,
강원,철원,파프리카,1,009,2020-07-21,1008.0,
강원,철원,파프리카,1,009,2020-07-21,535.5,
강원,철원,파프리카,1,009,2020-07-23,1008.0,
강원,철원,파프리카,1,009,2020-07-23,472.5,
강원,철원,파프리카,1,009,2020-07-24,861.0,
강원,철원,파프리카,1,009,2020-07-27,1008.0,
강원,철원,파프리카,1,009,2020-07-27,325.5,
강원,철원,파프리카,1,009,2020-07-28,976.5,
강원,철원,파프리카,1,009,2020-07-30,861.0,
강원,철원,파프리카,1,009,2020-07-31,630.0,
강원,철원,파프리카,1,009,2020-08-03,819.0,
강원,철원,파프리카,1,009,2020-08-04,703.5,
강원,철원,파프리카,1,009,2020-08-07,1144.5,
강원,철원,파프리카,1,009,2020-08-08,724.5,
강원,철원,파프리카,1,009,2020-08-10,703.5,
